state,region,year,total_damages_cr,crops_damage_cr,houses_damage_cr,public_util_damage_cr
Jharkhand,Central_India,1982,,,,
Jharkhand,Central_India,1983,,,,
Jharkhand,Central_India,1984,,,,
Jharkhand,Central_India,1985,,,,
Jharkhand,Central_India,1986,,,,
Jharkhand,Central_India,1987,,,,
Jharkhand,Central_India,1988,,,,
Jharkhand,Central_India,1989,,,,
Jharkhand,Central_India,1990,,,,
Jharkhand,Central_India,1991,,,,
Jharkhand,Central_India,1992,,,,
Jharkhand,Central_India,1993,,,,
Jharkhand,Central_India,1994,,,,
Jharkhand,Central_India,1995,,,,
Jharkhand,Central_India,1996,,,,
Jharkhand,Central_India,1997,,,,
Jharkhand,Central_India,1998,,,,
Jharkhand,Central_India,1999,,,,
Jharkhand,Central_India,2000,,,,
Jharkhand,Central_India,2001,0.0,0.0,0.0,0.0
Jharkhand,Central_India,2002,0.0,0.0,0.0,0.0
Jharkhand,Central_India,2003,0.0,0.0,0.0,0.0
Jharkhand,Central_India,2004,0.0,0.0,0.0,0.0
Jharkhand,Central_India,2005,0.0,0.0,0.0,0.0
Jharkhand,Central_India,2006,0.0,0.0,0.0,0.0
Jharkhand,Central_India,2007,0.0,0.0,0.0,0.0
Jharkhand,Central_India,2008,1.14,0.0,1.14,0.0
Jharkhand,Central_India,2009,0.0,0.0,0.0,0.0
Jharkhand,Central_India,2010,0.0,0.0,0.0,0.0
Jharkhand,Central_India,2011,0.0,0.0,0.0,0.0
Jharkhand,Central_India,2012,3.89,3.05,0.83,0.0
Jharkhand,Central_India,2013,4.1,3.89,0.2,0.0
Jharkhand,Central_India,2014,0.0,0.0,0.0,0.0
Jharkhand,Central_India,2015,0.0,,,
Jharkhand,Central_India,2016,0.0,,,
Jharkhand,Central_India,2017,0.67,0.0,0.67,0.0
Jharkhand,Central_India,2018,0.2,,,0.2
Jharkhand,Central_India,2019,13.25,2.71,0.54,10.0
Jharkhand,Central_India,2020,0.89,0.73,0.16,0.0
Jharkhand,Central_India,2021,1.49,1.48,0.02,0.0
Jharkhand,Central_India,2022,0.06,0.06,0.0,0.0
Jharkhand,Central_India,2023,0.0,0.0,0.0,0.0
Karnataka,Western_Ghats,1953,0.0,0.0,0.0,0.0
Karnataka,Western_Ghats,1954,0.0,0.0,0.0,0.0
Karnataka,Western_Ghats,1955,0.0,0.0,0.0,0.0
Karnataka,Western_Ghats,1956,0.0,0.0,0.0,0.0
Karnataka,Western_Ghats,1957,0.02,0.02,0.0,0.0
Karnataka,Western_Ghats,1958,0.0,0.0,0.0,0.0
Karnataka,Western_Ghats,1959,0.06,0.06,0.0,0.0
Karnataka,Western_Ghats,1960,0.0,0.0,0.0,0.0
Karnataka,Western_Ghats,1961,3.0,0.0,0.0,3.0
Karnataka,Western_Ghats,1962,0.18,0.1,0.07,0.02
Karnataka,Western_Ghats,1963,0.04,0.0,0.0,0.04
Karnataka,Western_Ghats,1964,0.25,0.0,0.0,0.25
Karnataka,Western_Ghats,1965,0.0,0.0,0.0,0.0
Karnataka,Western_Ghats,1966,0.0,0.0,0.0,0.0
Karnataka,Western_Ghats,1967,0.0,0.0,0.0,0.0
Karnataka,Western_Ghats,1968,0.66,0.37,0.06,0.23
Karnataka,Western_Ghats,1969,0.24,0.2,0.03,0.01
Karnataka,Western_Ghats,1970,1.28,1.04,0.24,0.0
Karnataka,Western_Ghats,1971,0.05,0.03,0.02,0.0
Karnataka,Western_Ghats,1972,2.86,1.55,0.5,0.81
Karnataka,Western_Ghats,1973,0.15,0.14,0.0,0.01
Karnataka,Western_Ghats,1974,4.07,0.31,2.0,1.76
Karnataka,Western_Ghats,1975,1.42,0.17,0.03,1.22
Karnataka,Western_Ghats,1976,0.25,0.04,0.0,0.21
Karnataka,Western_Ghats,1977,2.47,0.04,0.11,2.33
Karnataka,Western_Ghats,1978,1.68,0.26,0.01,1.42
Karnataka,Western_Ghats,1979,2.76,0.15,0.02,2.59
Karnataka,Western_Ghats,1980,4.34,1.09,0.11,3.14
Karnataka,Western_Ghats,1981,9.34,1.03,0.76,7.55
Karnataka,Western_Ghats,1982,9.64,2.36,2.67,4.61
Karnataka,Western_Ghats,1983,6.75,2.64,0.29,3.83
Karnataka,Western_Ghats,1984,3.33,0.14,0.04,3.15
Karnataka,Western_Ghats,1985,1.51,0.03,0.09,1.39
Karnataka,Western_Ghats,1986,0.57,0.01,0.01,0.55
Karnataka,Western_Ghats,1987,0.08,0.01,0.0,0.07
Karnataka,Western_Ghats,1988,174.44,130.96,6.02,37.46
Karnataka,Western_Ghats,1989,65.81,18.76,2.61,44.44
Karnataka,Western_Ghats,1990,5.29,0.04,0.02,5.23
Karnataka,Western_Ghats,1991,136.24,21.54,30.78,83.92
Karnataka,Western_Ghats,1992,0.0,0.0,0.0,0.0
Karnataka,Western_Ghats,1993,245.4,116.23,48.62,80.56
Karnataka,Western_Ghats,1994,96.9,25.8,5.32,65.79
Karnataka,Western_Ghats,1995,22.73,2.36,0.45,19.92
Karnataka,Western_Ghats,1996,25.44,2.62,1.89,20.93
Karnataka,Western_Ghats,1997,51.56,6.05,1.84,43.67
Karnataka,Western_Ghats,1998,0.0,0.0,0.0,0.0
Karnataka,Western_Ghats,1999,0.0,0.0,0.0,0.0
Karnataka,Western_Ghats,2000,0.0,0.0,0.0,0.0
Karnataka,Western_Ghats,2001,54.97,2.32,4.36,48.29
Karnataka,Western_Ghats,2002,0.0,0.0,0.0,0.0
Karnataka,Western_Ghats,2003,0.0,0.0,0.0,0.0
Karnataka,Western_Ghats,2004,0.0,0.0,0.0,0.0
Karnataka,Western_Ghats,2005,1896.53,646.61,11.99,1237.93
Karnataka,Western_Ghats,2006,3272.62,851.0,445.24,1976.38
Karnataka,Western_Ghats,2007,5475.5,1879.84,144.61,3451.05
Karnataka,Western_Ghats,2008,625.59,270.59,14.67,340.33
Karnataka,Western_Ghats,2009,17973.19,3028.57,9892.12,5052.5
Karnataka,Western_Ghats,2010,1788.57,760.22,35.75,992.6
Karnataka,Western_Ghats,2011,0.0,0.0,0.0,0.0
Karnataka,Western_Ghats,2012,29.19,0.06,0.97,28.17
Karnataka,Western_Ghats,2013,1713.07,1703.07,10.0,0.0
Karnataka,Western_Ghats,2014,623.53,170.45,122.75,330.33
Karnataka,Western_Ghats,2015,863.99,776.48,12.02,75.49
Karnataka,Western_Ghats,2016,2012.81,1771.26,5.37,236.18
Karnataka,Western_Ghats,2017,0.0,0.0,0.0,0.0
Karnataka,Western_Ghats,2018,4620.78,2220.7,367.51,2032.57
Karnataka,Western_Ghats,2019,,,,
Karnataka,Western_Ghats,2020,,,,
Karnataka,Western_Ghats,2021,1975.81,1069.19,170.12,736.5
Karnataka,Western_Ghats,2022,,,,
Karnataka,Western_Ghats,2023,,,,
Kerala,Western_Ghats,1953,0.0,0.0,0.0,0.0
Kerala,Western_Ghats,1954,0.0,0.0,0.0,0.0
Kerala,Western_Ghats,1955,0.0,0.0,0.0,0.0
Kerala,Western_Ghats,1956,0.03,0.0,0.03,0.0
Kerala,Western_Ghats,1957,0.14,0.11,0.02,0.0
Kerala,Western_Ghats,1958,0.11,0.02,0.09,0.0
Kerala,Western_Ghats,1959,0.0,0.0,0.0,0.0
Kerala,Western_Ghats,1960,0.0,0.0,0.0,0.0
Kerala,Western_Ghats,1961,1.53,0.3,0.0,1.23
Kerala,Western_Ghats,1962,0.29,0.23,0.0,0.07
Kerala,Western_Ghats,1963,0.0,0.0,0.0,0.0
Kerala,Western_Ghats,1964,0.27,0.08,0.11,0.09
Kerala,Western_Ghats,1965,0.0,0.0,0.0,0.0
Kerala,Western_Ghats,1966,0.0,0.0,0.0,0.0
Kerala,Western_Ghats,1967,0.0,0.0,0.0,0.0
Kerala,Western_Ghats,1968,15.95,7.0,6.3,2.65
Kerala,Western_Ghats,1969,3.4,0.41,0.82,2.18
Kerala,Western_Ghats,1970,2.79,0.36,0.4,2.03
Kerala,Western_Ghats,1971,7.82,1.41,0.25,6.16
Kerala,Western_Ghats,1972,3.53,1.26,0.12,2.15
Kerala,Western_Ghats,1973,3.93,0.55,0.09,3.29
Kerala,Western_Ghats,1974,21.76,12.58,1.75,7.43
Kerala,Western_Ghats,1975,0.48,0.34,0.12,0.02
Kerala,Western_Ghats,1976,0.74,0.2,0.03,0.51
Kerala,Western_Ghats,1977,13.41,6.44,3.97,3.0
Kerala,Western_Ghats,1978,74.65,23.36,21.06,30.24
Kerala,Western_Ghats,1979,1.31,0.22,0.31,0.79
Kerala,Western_Ghats,1980,33.18,9.43,5.13,18.62
Kerala,Western_Ghats,1981,47.15,15.11,0.54,31.5
Kerala,Western_Ghats,1982,32.22,0.6,0.32,31.3
Kerala,Western_Ghats,1983,0.95,0.71,0.23,0.01
Kerala,Western_Ghats,1984,96.58,8.71,4.57,83.3
Kerala,Western_Ghats,1985,638.4,161.5,93.07,383.83
Kerala,Western_Ghats,1986,293.91,57.66,117.64,118.61
Kerala,Western_Ghats,1987,0.18,0.04,0.13,0.01
Kerala,Western_Ghats,1988,151.72,100.5,4.91,46.31
Kerala,Western_Ghats,1989,774.59,352.8,89.71,332.08
Kerala,Western_Ghats,1990,0.0,0.0,0.0,0.0
Kerala,Western_Ghats,1991,311.63,103.48,15.38,192.77
Kerala,Western_Ghats,1992,1325.36,413.15,81.95,830.26
Kerala,Western_Ghats,1993,21.49,6.84,3.85,10.8
Kerala,Western_Ghats,1994,262.33,144.5,12.83,105.0
Kerala,Western_Ghats,1995,5.55,4.05,1.5,0.0
Kerala,Western_Ghats,1996,547.39,59.07,5.28,483.04
Kerala,Western_Ghats,1997,1265.25,243.0,6.93,1015.32
Kerala,Western_Ghats,1998,33.22,15.98,4.84,12.4
Kerala,Western_Ghats,1999,19.8,5.04,3.25,11.51
Kerala,Western_Ghats,2000,32.4,14.8,3.64,13.96
Kerala,Western_Ghats,2001,40.53,12.3,3.62,24.61
Kerala,Western_Ghats,2002,21.13,8.75,1.46,10.91
Kerala,Western_Ghats,2003,0.0,0.0,0.0,0.0
Kerala,Western_Ghats,2004,0.0,0.0,0.0,0.0
Kerala,Western_Ghats,2005,0.0,0.0,0.0,0.0
Kerala,Western_Ghats,2006,0.0,0.0,0.0,0.0
Kerala,Western_Ghats,2007,0.0,0.0,0.0,0.0
Kerala,Western_Ghats,2008,30.79,22.13,5.89,2.77
Kerala,Western_Ghats,2009,607.33,158.06,16.62,432.65
Kerala,Western_Ghats,2010,49.41,30.57,5.95,12.89
Kerala,Western_Ghats,2011,141.07,60.21,9.32,71.53
Kerala,Western_Ghats,2012,129.81,13.03,6.14,110.64
Kerala,Western_Ghats,2013,675.53,138.8,36.83,499.9
Kerala,Western_Ghats,2014,333.56,215.56,10.0,108.0
Kerala,Western_Ghats,2015,6.51,,,6.51
Kerala,Western_Ghats,2016,42.68,42.68,,
Kerala,Western_Ghats,2017,0.0,0.0,0.0,0.0
Kerala,Western_Ghats,2018,3320.76,168.48,998.13,2154.15
Kerala,Western_Ghats,2019,,,,
Kerala,Western_Ghats,2020,0.0,,0.0,0.0
Kerala,Western_Ghats,2021,9256.3,9256.3,,
Kerala,Western_Ghats,2022,,,,
Kerala,Western_Ghats,2023,,0.0,,
Madhya Pradesh,Central_India,1953,0.12,0.07,0.0,0.05
Madhya Pradesh,Central_India,1954,1.0,0.0,0.0,1.0
Madhya Pradesh,Central_India,1955,7.01,3.0,4.0,0.01
Madhya Pradesh,Central_India,1956,2.12,0.0,1.1,1.02
Madhya Pradesh,Central_India,1957,0.09,0.0,0.01,0.08
Madhya Pradesh,Central_India,1958,0.01,0.0,0.01,0.0
Madhya Pradesh,Central_India,1959,0.22,0.07,0.15,0.0
Madhya Pradesh,Central_India,1960,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,1961,0.69,0.0,0.0,0.69
Madhya Pradesh,Central_India,1962,0.14,0.03,0.1,0.01
Madhya Pradesh,Central_India,1963,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,1964,0.18,0.01,0.08,0.1
Madhya Pradesh,Central_India,1965,1.0,0.0,0.0,1.0
Madhya Pradesh,Central_India,1966,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,1967,0.55,0.43,0.11,0.01
Madhya Pradesh,Central_India,1968,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,1969,0.15,0.01,0.13,0.02
Madhya Pradesh,Central_India,1970,1.57,0.0,0.0,1.57
Madhya Pradesh,Central_India,1971,0.97,0.31,0.12,0.54
Madhya Pradesh,Central_India,1972,0.02,0.0,0.0,0.02
Madhya Pradesh,Central_India,1973,69.41,58.83,6.83,3.75
Madhya Pradesh,Central_India,1974,0.89,0.49,0.32,0.09
Madhya Pradesh,Central_India,1975,0.12,0.06,0.05,0.01
Madhya Pradesh,Central_India,1976,0.59,0.48,0.08,0.03
Madhya Pradesh,Central_India,1977,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,1978,5.78,3.4,2.23,0.15
Madhya Pradesh,Central_India,1979,0.03,0.02,0.01,0.01
Madhya Pradesh,Central_India,1980,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,1981,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,1982,30.64,25.23,2.8,2.61
Madhya Pradesh,Central_India,1983,20.91,7.11,3.91,9.88
Madhya Pradesh,Central_India,1984,12.57,1.14,0.26,11.17
Madhya Pradesh,Central_India,1985,7.39,0.0,0.03,7.36
Madhya Pradesh,Central_India,1986,16.91,11.16,3.35,2.41
Madhya Pradesh,Central_India,1987,0.03,0.01,0.02,0.0
Madhya Pradesh,Central_India,1988,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,1989,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,1990,1.67,0.0,0.0,1.67
Madhya Pradesh,Central_India,1991,0.9,0.05,0.85,0.0
Madhya Pradesh,Central_India,1992,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,1993,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,1994,31.55,31.55,0.0,0.0
Madhya Pradesh,Central_India,1995,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,1996,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,1997,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,1998,24.86,19.68,4.74,0.44
Madhya Pradesh,Central_India,1999,19.36,10.61,8.75,0.0
Madhya Pradesh,Central_India,2000,0.05,0.0,0.05,0.0
Madhya Pradesh,Central_India,2001,0.02,0.0,0.02,0.0
Madhya Pradesh,Central_India,2002,3.11,1.99,1.12,0.0
Madhya Pradesh,Central_India,2003,81.68,22.72,7.37,51.6
Madhya Pradesh,Central_India,2004,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,2005,411.87,5.98,173.88,232.01
Madhya Pradesh,Central_India,2006,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,2007,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,2008,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,2009,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,2010,0.07,0.0,0.07,0.0
Madhya Pradesh,Central_India,2011,8.97,0.0,6.51,2.45
Madhya Pradesh,Central_India,2012,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,2013,35.23,0.0,0.0,35.23
Madhya Pradesh,Central_India,2014,464.06,0.0,0.0,464.06
Madhya Pradesh,Central_India,2015,69.01,,,69.01
Madhya Pradesh,Central_India,2016,207.86,,,207.86
Madhya Pradesh,Central_India,2017,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,2018,1.67,,1.67,0.0
Madhya Pradesh,Central_India,2019,0.0,,,
Madhya Pradesh,Central_India,2020,0.0,,,
Madhya Pradesh,Central_India,2021,,,,
Madhya Pradesh,Central_India,2022,,,,
Madhya Pradesh,Central_India,2023,,0.0,,
Maharashtra,Western_Ghats,1953,0.0,0.0,0.0,0.0
Maharashtra,Western_Ghats,1954,0.0,0.0,0.0,0.0
Maharashtra,Western_Ghats,1955,0.0,0.0,0.0,0.0
Maharashtra,Western_Ghats,1956,0.26,0.21,0.05,0.0
Maharashtra,Western_Ghats,1957,0.0,0.0,0.0,0.0
Maharashtra,Western_Ghats,1958,0.5,0.0,0.0,0.5
Maharashtra,Western_Ghats,1959,3.29,0.0,0.0,3.29
Maharashtra,Western_Ghats,1960,0.0,0.0,0.0,0.0
Maharashtra,Western_Ghats,1961,0.28,0.09,0.07,0.13
Maharashtra,Western_Ghats,1962,0.42,0.34,0.07,0.02
Maharashtra,Western_Ghats,1963,1.51,1.32,0.19,0.0
Maharashtra,Western_Ghats,1964,0.09,0.05,0.04,0.0
Maharashtra,Western_Ghats,1965,0.05,0.0,0.05,0.0
Maharashtra,Western_Ghats,1966,0.0,0.0,0.0,0.0
Maharashtra,Western_Ghats,1967,0.0,0.0,0.0,0.0
Maharashtra,Western_Ghats,1968,3.08,1.3,1.28,0.5
Maharashtra,Western_Ghats,1969,4.48,4.48,0.0,0.0
Maharashtra,Western_Ghats,1970,4.95,3.12,0.34,1.48
Maharashtra,Western_Ghats,1971,0.03,0.02,0.0,0.01
Maharashtra,Western_Ghats,1972,0.1,0.08,0.01,0.0
Maharashtra,Western_Ghats,1973,0.79,0.71,0.07,0.01
Maharashtra,Western_Ghats,1974,0.4,0.14,0.05,0.21
Maharashtra,Western_Ghats,1975,1.55,1.37,0.09,0.08
Maharashtra,Western_Ghats,1976,4.79,1.87,1.0,1.91
Maharashtra,Western_Ghats,1977,0.04,0.04,0.0,0.0
Maharashtra,Western_Ghats,1978,4.95,3.49,0.83,0.63
Maharashtra,Western_Ghats,1979,8.52,5.04,2.9,0.58
Maharashtra,Western_Ghats,1980,0.36,0.21,0.15,0.01
Maharashtra,Western_Ghats,1981,0.42,0.35,0.03,0.05
Maharashtra,Western_Ghats,1982,3.28,1.9,0.14,1.24
Maharashtra,Western_Ghats,1983,106.8,53.75,20.43,32.62
Maharashtra,Western_Ghats,1984,2.58,1.71,0.25,0.62
Maharashtra,Western_Ghats,1985,8.59,0.13,0.07,8.4
Maharashtra,Western_Ghats,1986,17.79,6.9,5.08,5.81
Maharashtra,Western_Ghats,1987,0.84,0.69,0.14,0.01
Maharashtra,Western_Ghats,1988,3.67,1.38,0.07,2.22
Maharashtra,Western_Ghats,1989,135.96,35.87,14.41,85.68
Maharashtra,Western_Ghats,1990,68.63,0.0,50.27,18.36
Maharashtra,Western_Ghats,1991,16.72,0.18,14.02,2.52
Maharashtra,Western_Ghats,1992,31.63,7.8,6.02,17.81
Maharashtra,Western_Ghats,1993,10.9,2.39,0.69,7.82
Maharashtra,Western_Ghats,1994,228.6,61.58,52.73,114.29
Maharashtra,Western_Ghats,1995,0.0,0.0,0.0,0.0
Maharashtra,Western_Ghats,1996,0.0,0.0,0.0,0.0
Maharashtra,Western_Ghats,1997,0.0,0.0,0.0,0.0
Maharashtra,Western_Ghats,1998,0.57,0.54,0.02,0.01
Maharashtra,Western_Ghats,1999,4.67,4.39,0.28,0.0
Maharashtra,Western_Ghats,2000,14.09,3.79,1.7,8.6
Maharashtra,Western_Ghats,2001,1.65,1.3,0.3,0.05
Maharashtra,Western_Ghats,2002,40.09,21.7,2.52,15.87
Maharashtra,Western_Ghats,2003,114.49,74.49,39.96,0.04
Maharashtra,Western_Ghats,2004,0.0,0.0,0.0,0.0
Maharashtra,Western_Ghats,2005,0.0,0.0,0.0,0.0
Maharashtra,Western_Ghats,2006,0.0,0.0,0.0,0.0
Maharashtra,Western_Ghats,2007,0.0,0.0,0.0,0.0
Maharashtra,Western_Ghats,2008,0.0,0.0,0.0,0.0
Maharashtra,Western_Ghats,2009,0.0,0.0,0.0,0.0
Maharashtra,Western_Ghats,2010,0.0,0.0,0.0,0.0
Maharashtra,Western_Ghats,2011,0.0,0.0,0.0,0.0
Maharashtra,Western_Ghats,2012,0.0,0.0,0.0,0.0
Maharashtra,Western_Ghats,2013,0.0,0.0,0.0,0.0
Maharashtra,Western_Ghats,2014,0.0,0.0,0.0,0.0
Maharashtra,Western_Ghats,2015,0.0,,,
Maharashtra,Western_Ghats,2016,0.0,,,
Maharashtra,Western_Ghats,2017,0.0,0.0,0.0,0.0
Maharashtra,Western_Ghats,2018,0.0,,,
Maharashtra,Western_Ghats,2019,0.0,,,
Maharashtra,Western_Ghats,2020,0.0,,,
Maharashtra,Western_Ghats,2021,,,,
Maharashtra,Western_Ghats,2022,10526.13,5684.84,1488.88,3352.41
Maharashtra,Western_Ghats,2023,,,,
Meghalaya,Northeast,1953,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1954,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1955,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1956,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1957,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1958,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1959,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1960,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1961,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1962,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1963,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1964,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1965,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1966,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1967,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1968,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1969,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1970,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1971,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1972,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1973,0.37,0.35,0.01,0.0
Meghalaya,Northeast,1974,0.98,0.39,0.01,0.58
Meghalaya,Northeast,1975,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1976,0.03,0.03,0.0,0.0
Meghalaya,Northeast,1977,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1978,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1979,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1980,0.69,0.0,0.0,0.69
Meghalaya,Northeast,1981,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1982,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1983,3.05,0.48,0.22,2.35
Meghalaya,Northeast,1984,13.25,8.58,0.0,4.67
Meghalaya,Northeast,1985,10.0,1.5,0.0,8.5
Meghalaya,Northeast,1986,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1987,2.73,2.35,0.0,0.38
Meghalaya,Northeast,1988,12.29,10.46,0.23,1.6
Meghalaya,Northeast,1989,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1990,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1991,2.21,2.21,0.0,0.0
Meghalaya,Northeast,1992,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1993,8.65,6.5,0.0,2.15
Meghalaya,Northeast,1994,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1995,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1996,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1997,0.0,0.0,0.0,0.0
Meghalaya,Northeast,1998,0.01,0.01,0.0,0.0
Meghalaya,Northeast,1999,0.04,0.0,0.0,0.04
Meghalaya,Northeast,2000,7.68,6.51,1.08,0.09
Meghalaya,Northeast,2001,0.69,0.59,0.1,0.0
Meghalaya,Northeast,2002,4.86,0.13,0.6,4.13
Meghalaya,Northeast,2003,1.11,0.23,0.81,0.06
Meghalaya,Northeast,2004,210.34,78.05,1.42,130.87
Meghalaya,Northeast,2005,0.48,0.0,0.0,0.48
Meghalaya,Northeast,2006,0.0,0.0,0.0,0.0
Meghalaya,Northeast,2007,0.0,0.0,0.0,0.0
Meghalaya,Northeast,2008,0.0,0.0,0.0,0.0
Meghalaya,Northeast,2009,0.0,0.0,0.0,0.0
Meghalaya,Northeast,2010,0.0,0.0,0.0,0.0
Meghalaya,Northeast,2011,0.0,0.0,0.0,0.0
Meghalaya,Northeast,2012,7.72,0.0,0.0,7.72
Meghalaya,Northeast,2013,0.0,0.0,0.0,0.0
Meghalaya,Northeast,2014,1552.37,707.0,71.2,774.17
Meghalaya,Northeast,2015,0.0,,,
Meghalaya,Northeast,2016,62.53,17.73,15.48,29.32
Meghalaya,Northeast,2017,0.14,0.0,0.14,0.0
Meghalaya,Northeast,2018,0.07,0.04,0.03,0.0
Meghalaya,Northeast,2019,3.66,0.0,0.0,3.66
Meghalaya,Northeast,2020,,,,
Meghalaya,Northeast,2021,,,,
Meghalaya,Northeast,2022,,,,
Meghalaya,Northeast,2023,12.166,0.06,0.036,12.07
Odisha,Central_India,1953,0.0,0.0,0.0,0.0
Odisha,Central_India,1954,0.0,0.0,0.0,0.0
Odisha,Central_India,1955,10.39,7.88,1.76,0.75
Odisha,Central_India,1956,2.24,2.15,0.09,0.0
Odisha,Central_India,1957,0.0,0.0,0.0,0.0
Odisha,Central_India,1958,0.11,0.1,0.01,0.0
Odisha,Central_India,1959,3.46,3.24,0.22,0.0
Odisha,Central_India,1960,33.71,20.0,10.0,3.71
Odisha,Central_India,1961,0.02,0.0,0.0,0.02
Odisha,Central_India,1962,0.01,0.01,0.0,0.0
Odisha,Central_India,1963,1.09,1.0,0.06,0.03
Odisha,Central_India,1964,2.39,2.02,0.0,0.37
Odisha,Central_India,1965,0.02,0.0,0.01,0.01
Odisha,Central_India,1966,0.0,0.0,0.0,0.0
Odisha,Central_India,1967,12.25,8.75,1.11,2.39
Odisha,Central_India,1968,13.91,8.58,0.15,5.18
Odisha,Central_India,1969,15.4,11.02,0.53,3.85
Odisha,Central_India,1970,13.36,12.25,0.21,0.9
Odisha,Central_India,1971,31.71,19.57,1.3,10.84
Odisha,Central_India,1972,46.9,30.78,3.36,12.76
Odisha,Central_India,1973,51.4,37.98,1.17,12.25
Odisha,Central_India,1974,2.91,0.02,0.2,2.69
Odisha,Central_India,1975,47.0,23.21,4.52,19.27
Odisha,Central_India,1976,0.4,0.05,0.01,0.34
Odisha,Central_India,1977,19.22,7.51,0.58,11.13
Odisha,Central_India,1978,44.89,11.17,1.18,32.54
Odisha,Central_India,1979,5.23,0.5,0.09,4.64
Odisha,Central_India,1980,117.16,40.48,16.35,60.33
Odisha,Central_India,1981,1.19,0.06,0.0,1.13
Odisha,Central_India,1982,331.45,0.0,0.0,331.45
Odisha,Central_India,1983,11.47,3.26,0.23,7.98
Odisha,Central_India,1984,161.59,30.45,2.31,128.83
Odisha,Central_India,1985,223.07,60.15,20.69,142.23
Odisha,Central_India,1986,107.32,9.44,12.88,85.0
Odisha,Central_India,1987,0.0,0.0,0.0,0.0
Odisha,Central_India,1988,35.96,2.1,1.02,32.84
Odisha,Central_India,1989,0.0,0.0,0.0,0.0
Odisha,Central_India,1990,0.0,0.0,0.0,0.0
Odisha,Central_India,1991,347.54,83.67,12.28,251.59
Odisha,Central_India,1992,235.38,37.1,13.28,185.0
Odisha,Central_India,1993,7.65,0.0,0.0,7.65
Odisha,Central_India,1994,0.0,0.0,0.0,0.0
Odisha,Central_India,1995,0.0,0.0,0.0,0.0
Odisha,Central_India,1996,0.0,0.0,0.0,0.0
Odisha,Central_India,1997,336.11,40.23,7.37,288.5
Odisha,Central_India,1998,0.0,0.0,0.0,0.0
Odisha,Central_India,1999,327.59,1.48,272.11,53.99
Odisha,Central_India,2000,0.0,0.0,0.0,0.0
Odisha,Central_India,2001,1442.98,66.74,56.36,1319.88
Odisha,Central_India,2002,0.0,0.0,0.0,0.0
Odisha,Central_India,2003,1510.66,253.83,63.11,1193.72
Odisha,Central_India,2004,74.62,7.9,0.53,66.19
