state,region,year,total_damages_cr,crops_damage_cr,houses_damage_cr,public_util_damage_cr
Odisha,Central_India,2005,243.35,0.0,0.0,243.35
Odisha,Central_India,2006,2042.53,0.0,0.0,2042.53
Odisha,Central_India,2007,1226.28,,,1226.28
Odisha,Central_India,2008,3158.41,641.25,297.78,2219.38
Odisha,Central_India,2009,483.02,0.0,0.0,483.02
Odisha,Central_India,2010,327.56,0.0,7.56,320.0
Odisha,Central_India,2011,2874.41,0.0,0.0,2874.41
Odisha,Central_India,2012,284.82,0.16,67.14,217.52
Odisha,Central_India,2013,0.22,0.0,0.22,0.0
Odisha,Central_India,2014,0.0,0.0,0.0,0.0
Odisha,Central_India,2015,0.0,,,
Odisha,Central_India,2016,31.3,,0.05,31.25
Odisha,Central_India,2017,334.32,0.0,0.0,334.32
Odisha,Central_India,2018,299.84,29.02,23.98,246.84
Odisha,Central_India,2019,454.82,43.25,42.05,369.52
Odisha,Central_India,2020,1509.33,542.3,108.91,858.12
Odisha,Central_India,2021,379.51,136.75,45.46,197.3
Odisha,Central_India,2022,591.56,104.1,6.49,480.97
Odisha,Central_India,2023,,,,
Punjab,Indo_Gangetic_Plain,1953,0.03,0.02,0.01,0.0
Punjab,Indo_Gangetic_Plain,1954,0.21,0.17,0.04,0.0
Punjab,Indo_Gangetic_Plain,1955,31.06,15.98,15.08,0.0
Punjab,Indo_Gangetic_Plain,1956,0.98,0.8,0.18,0.0
Punjab,Indo_Gangetic_Plain,1957,1.64,1.61,0.03,0.0
Punjab,Indo_Gangetic_Plain,1958,20.33,18.1,2.23,0.0
Punjab,Indo_Gangetic_Plain,1959,1.79,1.75,0.04,0.0
Punjab,Indo_Gangetic_Plain,1960,12.29,9.94,2.35,0.0
Punjab,Indo_Gangetic_Plain,1961,4.78,4.72,0.05,0.01
Punjab,Indo_Gangetic_Plain,1962,31.07,24.32,6.67,0.08
Punjab,Indo_Gangetic_Plain,1963,0.61,0.48,0.12,0.01
Punjab,Indo_Gangetic_Plain,1964,16.12,15.1,0.52,0.5
Punjab,Indo_Gangetic_Plain,1965,0.03,0.02,0.0,0.01
Punjab,Indo_Gangetic_Plain,1966,9.36,8.27,0.89,0.2
Punjab,Indo_Gangetic_Plain,1967,2.77,2.67,0.04,0.06
Punjab,Indo_Gangetic_Plain,1968,6.32,6.17,0.15,0.0
Punjab,Indo_Gangetic_Plain,1969,1.09,1.05,0.04,0.0
Punjab,Indo_Gangetic_Plain,1970,0.35,0.31,0.04,0.0
Punjab,Indo_Gangetic_Plain,1971,5.22,4.62,0.59,0.01
Punjab,Indo_Gangetic_Plain,1972,0.59,0.53,0.06,0.0
Punjab,Indo_Gangetic_Plain,1973,8.06,7.1,0.93,0.03
Punjab,Indo_Gangetic_Plain,1974,0.04,0.0,0.04,0.0
Punjab,Indo_Gangetic_Plain,1975,10.06,4.03,5.57,0.46
Punjab,Indo_Gangetic_Plain,1976,49.58,36.4,9.79,3.39
Punjab,Indo_Gangetic_Plain,1977,0.84,0.69,0.06,0.09
Punjab,Indo_Gangetic_Plain,1978,24.97,22.05,2.52,0.4
Punjab,Indo_Gangetic_Plain,1979,0.44,0.44,0.0,0.0
Punjab,Indo_Gangetic_Plain,1980,5.09,4.32,0.75,0.02
Punjab,Indo_Gangetic_Plain,1981,2.62,1.63,0.88,0.11
Punjab,Indo_Gangetic_Plain,1982,0.01,0.0,0.01,0.0
Punjab,Indo_Gangetic_Plain,1983,8.35,7.35,0.79,0.21
Punjab,Indo_Gangetic_Plain,1984,1.14,0.56,0.58,0.0
Punjab,Indo_Gangetic_Plain,1985,237.65,42.12,140.34,55.19
Punjab,Indo_Gangetic_Plain,1986,71.77,5.95,2.0,63.82
Punjab,Indo_Gangetic_Plain,1987,0.0,0.0,0.0,0.0
Punjab,Indo_Gangetic_Plain,1988,1270.95,519.9,293.43,457.62
Punjab,Indo_Gangetic_Plain,1989,0.0,0.0,0.0,0.0
Punjab,Indo_Gangetic_Plain,1990,40.32,4.43,1.25,34.64
Punjab,Indo_Gangetic_Plain,1991,0.0,0.0,0.0,0.0
Punjab,Indo_Gangetic_Plain,1992,0.0,0.0,0.0,0.0
Punjab,Indo_Gangetic_Plain,1993,825.21,348.21,0.0,477.0
Punjab,Indo_Gangetic_Plain,1994,0.0,0.0,0.0,0.0
Punjab,Indo_Gangetic_Plain,1995,479.85,182.54,109.84,187.47
Punjab,Indo_Gangetic_Plain,1996,0.0,0.0,0.0,0.0
Punjab,Indo_Gangetic_Plain,1997,0.0,0.0,0.0,0.0
Punjab,Indo_Gangetic_Plain,1998,9.45,9.26,0.16,0.03
Punjab,Indo_Gangetic_Plain,1999,2.61,2.49,0.12,0.0
Punjab,Indo_Gangetic_Plain,2000,10.24,10.07,0.15,0.03
Punjab,Indo_Gangetic_Plain,2001,5.79,5.72,0.06,0.0
Punjab,Indo_Gangetic_Plain,2002,3.01,2.97,0.05,0.0
Punjab,Indo_Gangetic_Plain,2003,0.0,0.0,0.0,0.0
Punjab,Indo_Gangetic_Plain,2004,0.0,0.0,0.0,0.0
Punjab,Indo_Gangetic_Plain,2005,0.0,0.0,0.0,0.0
Punjab,Indo_Gangetic_Plain,2006,0.0,0.0,0.0,0.0
Punjab,Indo_Gangetic_Plain,2007,0.0,0.0,0.0,0.0
Punjab,Indo_Gangetic_Plain,2008,0.0,0.0,0.0,0.0
Punjab,Indo_Gangetic_Plain,2009,0.0,0.0,0.0,0.0
Punjab,Indo_Gangetic_Plain,2010,268.48,132.02,3.13,133.32
Punjab,Indo_Gangetic_Plain,2011,97.22,59.56,6.47,31.19
Punjab,Indo_Gangetic_Plain,2012,0.13,0.0,0.13,0.0
Punjab,Indo_Gangetic_Plain,2013,331.97,136.46,26.51,169.0
Punjab,Indo_Gangetic_Plain,2014,120.3,49.71,21.59,49.0
Punjab,Indo_Gangetic_Plain,2015,164.54,63.86,2.68,98.0
Punjab,Indo_Gangetic_Plain,2016,1.66,1.14,0.03,0.5
Punjab,Indo_Gangetic_Plain,2017,18.64,18.23,0.41,0.0
Punjab,Indo_Gangetic_Plain,2018,124.52,120.41,4.11,
Punjab,Indo_Gangetic_Plain,2019,,,,
Punjab,Indo_Gangetic_Plain,2020,0.0,,,
Punjab,Indo_Gangetic_Plain,2021,46.61,44.45,2.16,0.0
Punjab,Indo_Gangetic_Plain,2022,,,,
Punjab,Indo_Gangetic_Plain,2023,,,,
Tripura,Northeast,1953,0.0,0.0,0.0,0.0
Tripura,Northeast,1954,0.04,0.03,0.0,0.01
Tripura,Northeast,1955,0.07,0.06,0.0,0.01
Tripura,Northeast,1956,0.16,0.13,0.03,0.0
Tripura,Northeast,1957,0.0,0.0,0.0,0.0
Tripura,Northeast,1958,0.48,0.18,0.0,0.3
Tripura,Northeast,1959,0.01,0.0,0.0,0.01
Tripura,Northeast,1960,0.0,0.0,0.0,0.0
Tripura,Northeast,1961,0.0,0.0,0.0,0.0
Tripura,Northeast,1962,0.02,0.02,0.0,0.0
Tripura,Northeast,1963,0.46,0.32,0.05,0.09
Tripura,Northeast,1964,0.12,0.05,0.01,0.06
Tripura,Northeast,1965,0.06,0.05,0.01,0.0
Tripura,Northeast,1966,0.56,0.52,0.03,0.01
Tripura,Northeast,1967,0.01,0.01,0.0,0.0
Tripura,Northeast,1968,1.3,0.97,0.21,0.12
Tripura,Northeast,1969,0.45,0.33,0.02,0.11
Tripura,Northeast,1970,0.02,0.01,0.0,0.01
Tripura,Northeast,1971,0.02,0.02,0.0,0.0
Tripura,Northeast,1972,0.0,0.0,0.0,0.0
Tripura,Northeast,1973,12.1,11.59,0.31,0.2
Tripura,Northeast,1974,0.0,0.0,0.0,0.0
Tripura,Northeast,1975,0.47,0.45,0.0,0.02
Tripura,Northeast,1976,5.76,3.01,0.22,2.54
Tripura,Northeast,1977,1.03,0.92,0.09,0.02
Tripura,Northeast,1978,1.08,0.61,0.06,0.41
Tripura,Northeast,1979,0.0,0.0,0.0,0.0
Tripura,Northeast,1980,0.0,0.0,0.0,0.0
Tripura,Northeast,1981,0.0,0.0,0.0,0.0
Tripura,Northeast,1982,3.62,3.22,0.0,0.4
Tripura,Northeast,1983,20.46,15.43,0.0,5.03
Tripura,Northeast,1984,15.22,7.52,0.85,6.85
Tripura,Northeast,1985,6.22,2.43,1.68,2.11
Tripura,Northeast,1986,0.5,0.44,0.05,0.0
Tripura,Northeast,1987,0.0,0.0,0.0,0.0
Tripura,Northeast,1988,9.63,4.21,1.1,4.32
Tripura,Northeast,1989,0.0,0.0,0.0,0.0
Tripura,Northeast,1990,0.0,0.0,0.0,0.0
Tripura,Northeast,1991,0.0,0.0,0.0,0.0
Tripura,Northeast,1992,3.7,0.0,2.93,0.77
Tripura,Northeast,1993,80.05,41.34,13.1,25.61
Tripura,Northeast,1994,0.0,0.0,0.0,0.0
Tripura,Northeast,1995,0.0,0.0,0.0,0.0
Tripura,Northeast,1996,0.0,0.0,0.0,0.0
Tripura,Northeast,1997,0.0,0.0,0.0,0.0
Tripura,Northeast,1998,31.78,7.82,1.7,22.26
Tripura,Northeast,1999,32.42,10.51,0.13,21.78
Tripura,Northeast,2000,0.0,0.0,0.0,0.0
Tripura,Northeast,2001,28.52,9.19,8.0,11.32
Tripura,Northeast,2002,14.97,4.7,7.34,2.94
Tripura,Northeast,2003,4.29,1.56,0.04,2.69
Tripura,Northeast,2004,9.52,4.78,2.13,2.62
Tripura,Northeast,2005,5.62,3.6,0.13,1.89
Tripura,Northeast,2006,4.26,1.71,0.17,2.39
Tripura,Northeast,2007,5.87,4.96,0.89,0.02
Tripura,Northeast,2008,3.41,3.18,0.21,0.02
Tripura,Northeast,2009,4.38,1.01,0.32,3.05
Tripura,Northeast,2010,4.95,3.88,0.99,0.08
Tripura,Northeast,2011,7.5,5.85,0.6,1.05
Tripura,Northeast,2012,0.0,0.0,0.0,0.0
Tripura,Northeast,2013,4.22,2.16,1.85,0.2
Tripura,Northeast,2014,4.96,1.45,2.97,0.54
Tripura,Northeast,2015,310.76,247.91,20.74,42.12
Tripura,Northeast,2016,89.36,89.12,0.24,
Tripura,Northeast,2017,132.82,14.39,20.55,97.89
Tripura,Northeast,2018,946.18,24.28,115.94,805.95
Tripura,Northeast,2019,437.65,2.61,81.71,353.33
Tripura,Northeast,2020,137.92,137.72,0.2,0.0
Tripura,Northeast,2021,38.12,37.36,0.65,0.11
Tripura,Northeast,2022,,,,
Tripura,Northeast,2023,,,,
Uttar Pradesh,Indo_Gangetic_Plain,1953,12.93,10.82,1.11,1.0
Uttar Pradesh,Indo_Gangetic_Plain,1954,8.51,6.82,0.19,1.5
Uttar Pradesh,Indo_Gangetic_Plain,1955,29.8,26.38,2.82,0.6
Uttar Pradesh,Indo_Gangetic_Plain,1956,28.58,21.48,6.6,0.5
Uttar Pradesh,Indo_Gangetic_Plain,1957,15.29,10.67,4.62,0.0
Uttar Pradesh,Indo_Gangetic_Plain,1958,0.0,0.0,0.0,0.0
Uttar Pradesh,Indo_Gangetic_Plain,1959,0.01,0.0,0.0,0.01
Uttar Pradesh,Indo_Gangetic_Plain,1960,0.0,0.0,0.0,0.0
Uttar Pradesh,Indo_Gangetic_Plain,1961,0.3,0.0,0.03,0.27
Uttar Pradesh,Indo_Gangetic_Plain,1962,20.63,19.35,1.17,0.1
Uttar Pradesh,Indo_Gangetic_Plain,1963,21.5,18.31,2.74,0.46
Uttar Pradesh,Indo_Gangetic_Plain,1964,11.53,11.21,0.32,0.0
Uttar Pradesh,Indo_Gangetic_Plain,1965,0.13,0.11,0.01,0.01
Uttar Pradesh,Indo_Gangetic_Plain,1966,7.62,6.91,0.71,0.0
Uttar Pradesh,Indo_Gangetic_Plain,1967,61.61,55.55,5.0,1.05
Uttar Pradesh,Indo_Gangetic_Plain,1968,8.83,8.31,0.39,0.13
Uttar Pradesh,Indo_Gangetic_Plain,1969,38.45,34.6,2.77,1.09
Uttar Pradesh,Indo_Gangetic_Plain,1970,69.08,43.0,20.8,5.28
Uttar Pradesh,Indo_Gangetic_Plain,1971,174.48,108.12,20.26,46.1
Uttar Pradesh,Indo_Gangetic_Plain,1972,3.85,2.84,1.01,0.0
Uttar Pradesh,Indo_Gangetic_Plain,1973,81.71,67.45,10.77,3.49
Uttar Pradesh,Indo_Gangetic_Plain,1974,105.3,57.52,12.79,35.0
Uttar Pradesh,Indo_Gangetic_Plain,1975,38.77,30.78,2.91,5.08
Uttar Pradesh,Indo_Gangetic_Plain,1976,247.18,186.0,22.5,38.68
Uttar Pradesh,Indo_Gangetic_Plain,1977,96.6,75.0,5.0,16.6
Uttar Pradesh,Indo_Gangetic_Plain,1978,561.36,382.0,90.0,89.36
Uttar Pradesh,Indo_Gangetic_Plain,1979,53.49,51.77,1.72,0.0
Uttar Pradesh,Indo_Gangetic_Plain,1980,366.19,190.12,100.12,75.95
Uttar Pradesh,Indo_Gangetic_Plain,1981,604.98,365.0,122.78,117.2
Uttar Pradesh,Indo_Gangetic_Plain,1982,762.83,330.87,254.55,177.41
Uttar Pradesh,Indo_Gangetic_Plain,1983,1009.33,624.69,129.13,255.51
Uttar Pradesh,Indo_Gangetic_Plain,1984,464.06,260.37,21.49,182.2
Uttar Pradesh,Indo_Gangetic_Plain,1985,2400.94,967.53,248.08,1185.33
Uttar Pradesh,Indo_Gangetic_Plain,1986,470.21,258.0,20.56,191.65
Uttar Pradesh,Indo_Gangetic_Plain,1987,288.25,128.33,38.94,120.98
Uttar Pradesh,Indo_Gangetic_Plain,1988,834.18,685.76,148.42,0.0
Uttar Pradesh,Indo_Gangetic_Plain,1989,0.0,0.0,0.0,0.0
Uttar Pradesh,Indo_Gangetic_Plain,1990,566.27,481.76,60.52,23.99
Uttar Pradesh,Indo_Gangetic_Plain,1991,147.75,116.4,31.35,0.0
Uttar Pradesh,Indo_Gangetic_Plain,1992,535.59,181.28,55.58,298.73
Uttar Pradesh,Indo_Gangetic_Plain,1993,697.91,368.06,118.63,211.22
Uttar Pradesh,Indo_Gangetic_Plain,1994,643.72,295.2,37.12,311.4
Uttar Pradesh,Indo_Gangetic_Plain,1995,0.0,0.0,0.0,0.0
Uttar Pradesh,Indo_Gangetic_Plain,1996,748.0,678.0,70.0,0.0
Uttar Pradesh,Indo_Gangetic_Plain,1997,0.0,0.0,0.0,0.0
Uttar Pradesh,Indo_Gangetic_Plain,1998,624.77,224.52,59.35,340.9
Uttar Pradesh,Indo_Gangetic_Plain,1999,13.28,10.28,3.01,0.0
Uttar Pradesh,Indo_Gangetic_Plain,2000,31.17,17.39,13.54,0.24
Uttar Pradesh,Indo_Gangetic_Plain,2001,3315.43,44.75,17.85,3252.83
Uttar Pradesh,Indo_Gangetic_Plain,2002,3.8,2.58,1.2,0.01
Uttar Pradesh,Indo_Gangetic_Plain,2003,675.88,448.57,99.86,127.44
Uttar Pradesh,Indo_Gangetic_Plain,2004,0.0,0.0,0.0,0.0
Uttar Pradesh,Indo_Gangetic_Plain,2005,3.77,0.0,1.33,2.44
Uttar Pradesh,Indo_Gangetic_Plain,2006,0.0,0.0,0.0,0.0
Uttar Pradesh,Indo_Gangetic_Plain,2007,0.0,0.0,0.0,0.0
Uttar Pradesh,Indo_Gangetic_Plain,2008,724.56,189.02,213.05,322.49
Uttar Pradesh,Indo_Gangetic_Plain,2009,110.1,42.1,4.28,63.72
Uttar Pradesh,Indo_Gangetic_Plain,2010,0.0,0.0,0.0,0.0
Uttar Pradesh,Indo_Gangetic_Plain,2011,1438.44,199.94,79.37,1159.13
Uttar Pradesh,Indo_Gangetic_Plain,2012,117.88,6.98,11.2,99.7
Uttar Pradesh,Indo_Gangetic_Plain,2013,0.0,0.0,0.0,0.0
Uttar Pradesh,Indo_Gangetic_Plain,2014,0.0,0.0,0.0,0.0
Uttar Pradesh,Indo_Gangetic_Plain,2015,0.0,,,
Uttar Pradesh,Indo_Gangetic_Plain,2016,123.78,123.78,,
Uttar Pradesh,Indo_Gangetic_Plain,2017,308.05,308.05,0.0,0.0
Uttar Pradesh,Indo_Gangetic_Plain,2018,547.42,230.36,13.72,303.34
Uttar Pradesh,Indo_Gangetic_Plain,2019,809.63,625.12,20.3,164.21
Uttar Pradesh,Indo_Gangetic_Plain,2020,602.96,176.38,5.27,421.31
Uttar Pradesh,Indo_Gangetic_Plain,2021,825.26,443.08,25.48,356.7
Uttar Pradesh,Indo_Gangetic_Plain,2022,465.84,454.98,10.86,
Uttar Pradesh,Indo_Gangetic_Plain,2023,18.67,,1.67,17.0
West Bengal,Indo_Gangetic_Plain,1953,0.16,0.05,0.01,0.1
West Bengal,Indo_Gangetic_Plain,1954,10.6,7.6,1.0,2.0
West Bengal,Indo_Gangetic_Plain,1955,1.5,0.5,0.0,1.0
West Bengal,Indo_Gangetic_Plain,1956,7.75,7.42,0.0,0.33
West Bengal,Indo_Gangetic_Plain,1957,0.01,0.01,0.0,0.0
West Bengal,Indo_Gangetic_Plain,1958,5.85,5.55,0.3,0.0
West Bengal,Indo_Gangetic_Plain,1959,51.22,44.0,7.22,0.0
West Bengal,Indo_Gangetic_Plain,1960,0.0,0.0,0.0,0.0
West Bengal,Indo_Gangetic_Plain,1961,0.0,0.0,0.0,0.0
West Bengal,Indo_Gangetic_Plain,1962,6.27,6.17,0.02,0.08
West Bengal,Indo_Gangetic_Plain,1963,0.16,0.15,0.01,0.0
West Bengal,Indo_Gangetic_Plain,1964,1.29,0.73,0.12,0.44
West Bengal,Indo_Gangetic_Plain,1965,2.91,2.85,0.04,0.02
West Bengal,Indo_Gangetic_Plain,1966,1.76,1.59,0.15,0.02
West Bengal,Indo_Gangetic_Plain,1967,23.89,19.62,2.39,1.88
West Bengal,Indo_Gangetic_Plain,1968,86.07,53.56,25.94,6.57
West Bengal,Indo_Gangetic_Plain,1969,84.39,78.02,3.49,2.88
West Bengal,Indo_Gangetic_Plain,1970,86.99,60.89,11.25,14.85
West Bengal,Indo_Gangetic_Plain,1971,159.0,123.93,21.26,13.81
West Bengal,Indo_Gangetic_Plain,1972,15.07,10.09,1.92,3.06
West Bengal,Indo_Gangetic_Plain,1973,44.25,34.93,3.34,5.98
West Bengal,Indo_Gangetic_Plain,1974,26.82,26.26,0.15,0.41
West Bengal,Indo_Gangetic_Plain,1975,4.51,3.94,0.33,0.24
West Bengal,Indo_Gangetic_Plain,1976,21.01,16.9,2.6,1.51
West Bengal,Indo_Gangetic_Plain,1977,39.83,39.47,0.0,0.36
West Bengal,Indo_Gangetic_Plain,1978,268.56,207.35,0.09,61.12
West Bengal,Indo_Gangetic_Plain,1979,0.01,0.0,0.0,0.01
West Bengal,Indo_Gangetic_Plain,1980,78.02,33.38,26.27,18.37
West Bengal,Indo_Gangetic_Plain,1981,67.13,28.75,20.78,17.6
West Bengal,Indo_Gangetic_Plain,1982,6.77,4.66,1.8,0.31
West Bengal,Indo_Gangetic_Plain,1983,14.43,9.56,3.93,0.94
West Bengal,Indo_Gangetic_Plain,1984,298.49,124.67,33.78,140.04
West Bengal,Indo_Gangetic_Plain,1985,6.13,2.85,2.71,0.57
West Bengal,Indo_Gangetic_Plain,1986,360.93,139.5,21.43,200.0
West Bengal,Indo_Gangetic_Plain,1987,491.17,244.22,122.22,124.73
West Bengal,Indo_Gangetic_Plain,1988,108.13,62.98,43.67,1.48
West Bengal,Indo_Gangetic_Plain,1989,7.08,1.24,0.26,5.58
West Bengal,Indo_Gangetic_Plain,1990,83.79,14.27,54.08,15.45
West Bengal,Indo_Gangetic_Plain,1991,176.24,100.35,10.94,64.95
West Bengal,Indo_Gangetic_Plain,1992,13.01,2.28,3.83,6.9
West Bengal,Indo_Gangetic_Plain,1993,661.03,54.77,245.27,361.0
West Bengal,Indo_Gangetic_Plain,1994,0.0,0.0,0.0,0.0
West Bengal,Indo_Gangetic_Plain,1995,1647.79,705.66,912.87,29.26
West Bengal,Indo_Gangetic_Plain,1996,0.0,0.0,0.0,0.0
West Bengal,Indo_Gangetic_Plain,1997,0.0,0.0,0.0,0.0
West Bengal,Indo_Gangetic_Plain,1998,1412.66,149.73,627.15,635.78
West Bengal,Indo_Gangetic_Plain,1999,2239.36,1261.2,921.0,57.16
West Bengal,Indo_Gangetic_Plain,2000,5660.0,3866.0,361.0,1433.0
West Bengal,Indo_Gangetic_Plain,2001,77.44,57.78,10.73,8.93
West Bengal,Indo_Gangetic_Plain,2002,201.91,165.07,14.04,22.8
West Bengal,Indo_Gangetic_Plain,2003,17.97,13.15,1.18,3.64
West Bengal,Indo_Gangetic_Plain,2004,90.36,14.22,73.65,2.49
West Bengal,Indo_Gangetic_Plain,2005,1017.89,400.0,106.15,511.74
West Bengal,Indo_Gangetic_Plain,2006,64.28,31.72,31.59,0.97
West Bengal,Indo_Gangetic_Plain,2007,159.72,78.38,79.47,1.88
West Bengal,Indo_Gangetic_Plain,2008,383.25,68.14,262.6,52.51
West Bengal,Indo_Gangetic_Plain,2009,7.84,1.79,3.39,2.65
West Bengal,Indo_Gangetic_Plain,2010,2.24,0.29,1.21,0.74
West Bengal,Indo_Gangetic_Plain,2011,857.46,575.3,281.56,0.6
West Bengal,Indo_Gangetic_Plain,2012,686.58,20.62,33.02,632.95
West Bengal,Indo_Gangetic_Plain,2013,726.5,533.95,178.97,13.58
West Bengal,Indo_Gangetic_Plain,2014,26.07,6.13,17.28,2.67
West Bengal,Indo_Gangetic_Plain,2015,25353.27,11433.68,7895.63,6023.96
West Bengal,Indo_Gangetic_Plain,2016,,,,
West Bengal,Indo_Gangetic_Plain,2017,17727.94,6914.5,9158.28,1655.16
West Bengal,Indo_Gangetic_Plain,2018,54.01,22.41,13.27,18.33
West Bengal,Indo_Gangetic_Plain,2019,1269.83,1166.07,46.63,57.13
West Bengal,Indo_Gangetic_Plain,2020,0.0,,,
West Bengal,Indo_Gangetic_Plain,2021,16079.45,6355.76,3383.23,6340.46
West Bengal,Indo_Gangetic_Plain,2022,3.68,0.26,3.11,0.32
West Bengal,Indo_Gangetic_Plain,2023,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,1953,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,1954,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,1955,0.32,0.15,0.14,0.03
Delhi,Indo_Gangetic_Plain,1956,0.06,0.04,0.02,0.0
Delhi,Indo_Gangetic_Plain,1957,0.02,0.02,0.0,0.0
Delhi,Indo_Gangetic_Plain,1958,0.02,0.02,0.0,0.0
Delhi,Indo_Gangetic_Plain,1959,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,1960,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,1961,1.13,1.03,0.1,0.0
Delhi,Indo_Gangetic_Plain,1962,0.08,0.07,0.01,0.0
Delhi,Indo_Gangetic_Plain,1963,0.65,0.64,0.01,0.0
Delhi,Indo_Gangetic_Plain,1964,1.85,1.25,0.6,0.0
Delhi,Indo_Gangetic_Plain,1965,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,1966,0.2,0.2,0.0,0.0
Delhi,Indo_Gangetic_Plain,1967,4.88,1.17,3.71,0.0
Delhi,Indo_Gangetic_Plain,1968,0.02,0.02,0.0,0.0
Delhi,Indo_Gangetic_Plain,1969,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,1970,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,1971,0.13,0.12,0.01,0.0
Delhi,Indo_Gangetic_Plain,1972,0.07,0.04,0.01,0.022
Delhi,Indo_Gangetic_Plain,1973,0.02,0.02,0.0,0.0
Delhi,Indo_Gangetic_Plain,1974,0.15,0.15,0.0,0.0
Delhi,Indo_Gangetic_Plain,1975,0.3,0.3,0.0,0.0
Delhi,Indo_Gangetic_Plain,1976,0.01,0.0,0.01,0.0
Delhi,Indo_Gangetic_Plain,1977,5.4,3.55,1.83,0.02
Delhi,Indo_Gangetic_Plain,1978,17.61,9.32,3.18,5.11
Delhi,Indo_Gangetic_Plain,1979,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,1980,0.12,0.12,0.0,0.0
Delhi,Indo_Gangetic_Plain,1981,0.02,0.02,0.0,0.0
Delhi,Indo_Gangetic_Plain,1982,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,1983,0.35,0.35,0.0,0.0
Delhi,Indo_Gangetic_Plain,1984,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,1985,0.07,0.0,0.0,0.07
Delhi,Indo_Gangetic_Plain,1986,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,1987,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,1988,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,1989,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,1990,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,1991,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,1992,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,1993,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,1994,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,1995,32.34,6.99,0.07,25.28
Delhi,Indo_Gangetic_Plain,1996,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,1997,65.809,25.58,9.7,30.53
Delhi,Indo_Gangetic_Plain,1998,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,1999,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,2000,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,2001,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,2002,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,2003,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,2004,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,2005,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,2006,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,2007,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,2008,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,2009,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,2010,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,2011,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,2012,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,2013,0.01,0.01,0.0,0.0
Delhi,Indo_Gangetic_Plain,2014,0.0,0.0,0.0,0.0
Delhi,Indo_Gangetic_Plain,2015,,,,
Delhi,Indo_Gangetic_Plain,2016,,,,
Delhi,Indo_Gangetic_Plain,2017,,,,
Delhi,Indo_Gangetic_Plain,2018,,,,
Delhi,Indo_Gangetic_Plain,2019,,,,
Delhi,Indo_Gangetic_Plain,2020,,,,
Delhi,Indo_Gangetic_Plain,2021,18.39,18.39,0.0,0.0
Delhi,Indo_Gangetic_Plain,2022,0.06,0.06,0.0,0.0
Delhi,Indo_Gangetic_Plain,2023,0.24,,0.09,0.15
