region,year,PR_gev_pooled
Indo_Gangetic_Plain,1882,0.915396923625246
Indo_Gangetic_Plain,1883,1.2104167627195848
Indo_Gangetic_Plain,1884,1.1569737273276866
Indo_Gangetic_Plain,1885,1.032558993797278
Indo_Gangetic_Plain,1886,1.3264999237709685
Indo_Gangetic_Plain,1887,1.5746764896725156
Indo_Gangetic_Plain,1888,1.202323460580087
Indo_Gangetic_Plain,1889,1.45809441579239
Indo_Gangetic_Plain,1890,0.9646471268772772
Indo_Gangetic_Plain,1891,1.072236400565523
Indo_Gangetic_Plain,1892,1.0102351012159798
Indo_Gangetic_Plain,1893,0.7615435067725143
Indo_Gangetic_Plain,1894,0.9843742678890284
Indo_Gangetic_Plain,1895,1.1614365924630723
Indo_Gangetic_Plain,1896,1.357950709057814
Indo_Gangetic_Plain,1897,1.3602561889006564
Indo_Gangetic_Plain,1898,1.731539460693611
Indo_Gangetic_Plain,1899,1.3953993463244407
Indo_Gangetic_Plain,1900,1.220334329568767
Indo_Gangetic_Plain,1901,0.9390063257042586
Indo_Gangetic_Plain,1902,0.9025600182430471
Indo_Gangetic_Plain,1903,0.8745869925433606
Indo_Gangetic_Plain,1904,0.7405485222281307
Indo_Gangetic_Plain,1905,0.4397402070316809
Indo_Gangetic_Plain,1906,0.43421679231152843
Indo_Gangetic_Plain,1907,0.5353633054578392
Indo_Gangetic_Plain,1908,0.47610862643590696
Indo_Gangetic_Plain,1909,0.5524296549973216
Indo_Gangetic_Plain,1910,0.78404801290935
Indo_Gangetic_Plain,1911,1.095910198544074
Indo_Gangetic_Plain,1912,1.284125602683536
Indo_Gangetic_Plain,1913,1.541638463904721
Indo_Gangetic_Plain,1914,1.062907453488833
Indo_Gangetic_Plain,1915,0.9829739155677739
Indo_Gangetic_Plain,1916,1.0679170718534805
Indo_Gangetic_Plain,1917,1.1600160458919286
Indo_Gangetic_Plain,1918,1.011731916645668
Indo_Gangetic_Plain,1919,0.9767338261209095
Indo_Gangetic_Plain,1920,0.9721390032717036
Indo_Gangetic_Plain,1921,0.9566570677152652
Indo_Gangetic_Plain,1922,0.869523614673742
Indo_Gangetic_Plain,1923,0.9826013858406054
Indo_Gangetic_Plain,1924,1.0299970556242737
Indo_Gangetic_Plain,1925,0.7358092996139323
Indo_Gangetic_Plain,1926,0.7694305800222085
Indo_Gangetic_Plain,1927,0.748290736796861
Indo_Gangetic_Plain,1928,0.9129312812185192
Indo_Gangetic_Plain,1929,0.9560410924702094
Indo_Gangetic_Plain,1930,1.3570578334398675
Indo_Gangetic_Plain,1931,1.2527241079471134
Indo_Gangetic_Plain,1932,1.0547302772135285
Indo_Gangetic_Plain,1933,0.8480824360814657
Indo_Gangetic_Plain,1934,0.7523938723995542
Indo_Gangetic_Plain,1935,0.6275555006133468
Indo_Gangetic_Plain,1936,0.8081473151711073
Indo_Gangetic_Plain,1937,0.8886062291876013
Indo_Gangetic_Plain,1938,0.9101225195728657
Indo_Gangetic_Plain,1939,1.2064663229473147
Indo_Gangetic_Plain,1940,1.5551707200838312
Indo_Gangetic_Plain,1941,1.4380172349373954
Indo_Gangetic_Plain,1942,1.3723945139863611
Indo_Gangetic_Plain,1943,1.3037445782389694
Indo_Gangetic_Plain,1944,0.7903866110150398
Indo_Gangetic_Plain,1945,0.7550413101530018
Indo_Gangetic_Plain,1946,0.7219698999800782
Indo_Gangetic_Plain,1947,0.7252870314269227
Indo_Gangetic_Plain,1948,0.6951806312772865
Indo_Gangetic_Plain,1949,0.8293078124600792
Indo_Gangetic_Plain,1950,0.8880838044080591
Indo_Gangetic_Plain,1951,0.7273729364812009
Indo_Gangetic_Plain,1952,0.8731451666262524
Indo_Gangetic_Plain,1953,0.811723986789802
Indo_Gangetic_Plain,1954,0.8351902996614264
Indo_Gangetic_Plain,1955,0.9778619950042035
Indo_Gangetic_Plain,1956,1.474499114532959
Indo_Gangetic_Plain,1957,1.4705937534983105
Indo_Gangetic_Plain,1958,1.712540525933211
Indo_Gangetic_Plain,1959,2.1554838896083672
Indo_Gangetic_Plain,1960,2.3049670503283433
Indo_Gangetic_Plain,1961,1.9981385225894321
Indo_Gangetic_Plain,1962,1.6870333543757587
Indo_Gangetic_Plain,1963,1.1740952368720894
Indo_Gangetic_Plain,1964,0.9477632457549573
Indo_Gangetic_Plain,1965,0.4451074538324081
Indo_Gangetic_Plain,1966,0.5330336990376158
Indo_Gangetic_Plain,1967,0.6106370167249481
Indo_Gangetic_Plain,1968,0.7220245536655556
Indo_Gangetic_Plain,1969,0.8066125504666148
Indo_Gangetic_Plain,1970,0.8513258161618598
Indo_Gangetic_Plain,1971,0.8424118141057733
Indo_Gangetic_Plain,1972,0.7812149448558644
Indo_Gangetic_Plain,1973,1.2639779998150769
Indo_Gangetic_Plain,1974,1.4064224336853741
Indo_Gangetic_Plain,1975,1.5669126317967685
Indo_Gangetic_Plain,1976,1.4409694623793936
Indo_Gangetic_Plain,1977,1.285053885449198
Indo_Gangetic_Plain,1978,1.1415579860190084
Indo_Gangetic_Plain,1979,0.8684768835249235
Indo_Gangetic_Plain,1980,0.5907072442320783
Indo_Gangetic_Plain,1981,0.6091393629924341
Indo_Gangetic_Plain,1982,0.8440606084421653
Indo_Gangetic_Plain,1983,0.7637285315077267
Indo_Gangetic_Plain,1984,0.9409787080110524
Indo_Gangetic_Plain,1985,0.9426365425526115
Indo_Gangetic_Plain,1986,0.8514696190333354
Indo_Gangetic_Plain,1987,0.7306350822797084
Indo_Gangetic_Plain,1988,0.6923688258176887
Indo_Gangetic_Plain,1989,0.7947419947887834
Indo_Gangetic_Plain,1990,0.810172946061623
Indo_Gangetic_Plain,1991,0.9360656125689483
Indo_Gangetic_Plain,1992,1.121208227041515
Indo_Gangetic_Plain,1993,1.3540932297673287
Indo_Gangetic_Plain,1994,1.0752458544457535
Indo_Gangetic_Plain,1995,1.144770163286059
Indo_Gangetic_Plain,1996,1.0901206452689172
Indo_Gangetic_Plain,1997,1.0225034133655937
Indo_Gangetic_Plain,1998,0.8680781961203453
Indo_Gangetic_Plain,1999,0.831742297369499
Indo_Gangetic_Plain,2000,0.9080808861193924
Indo_Gangetic_Plain,2001,0.9924835581059375
Indo_Gangetic_Plain,2002,1.2188957537278213
Indo_Gangetic_Plain,2003,1.4940215966677473
Indo_Gangetic_Plain,2004,1.4887037657598174
Indo_Gangetic_Plain,2005,1.6018545772285115
Indo_Gangetic_Plain,2006,1.7484839036541555
Indo_Gangetic_Plain,2007,1.6472625788153419
Indo_Gangetic_Plain,2008,1.5093577544184023
Indo_Gangetic_Plain,2009,2.3927921311154465
Indo_Gangetic_Plain,2010,2.58752211234576
Indo_Gangetic_Plain,2011,1.7584809108822503
Indo_Gangetic_Plain,2012,1.346834388472442
Indo_Gangetic_Plain,2013,1.4566189384009083
Indo_Gangetic_Plain,2014,1.3020031884382761
Northeast,1860,1.2450041424285958
Northeast,1861,1.0990210916794088
Northeast,1862,1.074570003988234
Northeast,1863,1.3227541446714386
Northeast,1864,1.3444009556917933
Northeast,1865,1.2712071722594736
Northeast,1866,1.1332791312499018
Northeast,1867,0.8828512078812233
Northeast,1868,0.9597696846409127
Northeast,1869,0.846125812836549
Northeast,1870,0.9206768220334848
Northeast,1871,0.9401702825800625
Northeast,1872,1.0177842444242853
Northeast,1873,1.0377327498201703
Northeast,1874,1.306863790588827
Northeast,1875,1.3153684671030241
Northeast,1876,1.3886097053472817
Northeast,1877,1.5112885867948151
Northeast,1878,1.3599609613421695
Northeast,1879,1.5428112056733427
Northeast,1880,1.7143546154183211
Northeast,1881,1.7053053748260596
Northeast,1882,1.456738129150749
Northeast,1883,1.5752894338195873
Northeast,1884,1.3745424728260844
Northeast,1885,1.0445862665575445
Northeast,1886,1.0358707977899382
Northeast,1887,1.2575186092470514
Northeast,1888,1.162554544524892
Northeast,1889,1.0158956305514681
Northeast,1890,0.9745266808781743
Northeast,1891,0.994880312237517
Northeast,1892,0.9562738028505987
Northeast,1893,1.116662098776532
Northeast,1894,1.1507948060415114
Northeast,1895,1.1808751562443573
Northeast,1896,1.0331646633074905
Northeast,1897,1.0956914688105217
Northeast,1898,0.9713362042164804
Northeast,1899,0.9484510621684046
Northeast,1900,1.0392566206728335
Northeast,1901,1.334307580555517
Northeast,1902,0.9911971703112241
Northeast,1903,0.8839690327426974
Northeast,1904,0.7789993482643295
Northeast,1905,0.8833658939249661
Northeast,1906,0.9114385052571807
Northeast,1907,1.0431207814881027
Northeast,1908,1.088464408889387
Northeast,1909,1.6225643189035819
Northeast,1910,1.3562222949701628
Northeast,1911,1.2332133011758823
Northeast,1912,0.9596254093750266
Northeast,1913,1.0402431028804586
Northeast,1914,0.8048350792292039
Northeast,1915,0.7915706014627013
Northeast,1916,0.8625307942671834
Northeast,1917,1.0999851972505168
Northeast,1918,0.7662227557963234
Northeast,1919,0.8171832316158223
Northeast,1920,0.8362837355312537
Northeast,1921,0.8269356232064021
Northeast,1922,1.0540367994130455
Northeast,1923,1.8320745415022563
Northeast,1924,2.088473347401191
Northeast,1925,1.7244974299990823
Northeast,1926,1.138256955458691
Northeast,1927,0.9487858867762783
Northeast,1928,0.8189211129080501
Northeast,1929,0.8352684969625291
Northeast,1930,0.9238194056576856
Northeast,1931,1.2223522380742429
Northeast,1932,1.0477818381941022
Northeast,1933,1.3596595590938911
Northeast,1934,1.3803923668958207
Northeast,1935,1.2299406592687048
Northeast,1936,1.5518026336531756
Northeast,1937,1.663296116929046
Northeast,1938,1.2325367878874047
Northeast,1939,1.05914886938424
Northeast,1940,1.251651015259383
Northeast,1941,0.9874971565953644
Northeast,1942,0.9730065928033184
Northeast,1943,1.024481764497018
Northeast,1944,1.1555526091793376
Northeast,1945,1.0230983707787826
Northeast,1946,0.9193496342055669
Northeast,1947,0.8322706604241595
Northeast,1948,0.8089448117024973
Northeast,1949,0.7226396425879786
Northeast,1950,0.830877667344367
Northeast,1951,0.9941206920024427
Northeast,1952,1.1017092399404025
Northeast,1953,1.2588127810608933
Northeast,1954,1.9336150951244901
Northeast,1955,1.3255268659440533
Northeast,1956,1.2590376329169486
Northeast,1957,1.4848089287031045
Northeast,1958,1.4007551642393834
Northeast,1959,1.3188941762069568
Northeast,1960,1.2068372594788952
Northeast,1961,1.194770507422989
Northeast,1962,1.0177285036048012
Northeast,1963,0.8101268470479308
Northeast,1964,1.030350193740222
Northeast,1965,0.9933349341567466
Northeast,1966,1.09822174120273
Northeast,1967,0.9372118512606876
Northeast,1968,1.241238744123808
Northeast,1969,0.8331538704950756
Northeast,1970,1.214744104491815
Northeast,1971,1.2565107424739497
Northeast,1972,1.6960545728074528
Northeast,1973,1.5765280889588282
Northeast,1974,1.953845338365895
Northeast,1975,1.3144049709209678
Northeast,1976,1.6882998465359693
Northeast,1977,1.5405503566344034
Northeast,1978,1.687482104169349
Northeast,1979,1.616296566724799
Northeast,1980,1.6360873637147963
Northeast,1981,1.2990488835782243
Northeast,1982,1.5842438808684507
Northeast,1983,1.4866030585221852
Northeast,1984,1.5659985990545877
Northeast,1985,1.465817074035692
Northeast,1986,1.7577074084226465
Northeast,1987,1.7953751917339533
Northeast,1988,1.7783295133360792
Northeast,1989,1.6042166865372194
Northeast,1990,1.627059129519127
Northeast,1991,1.647586562434045
Northeast,1992,1.3917979581082958
Northeast,1993,1.5344403971078902
Northeast,1994,1.6395747640257101
Northeast,1995,1.7797469476835328
Northeast,1996,1.4824001061587602
Northeast,1997,1.634065546804129
Northeast,1998,1.2423891349003484
Northeast,1999,1.4134849821579443
Northeast,2000,1.6010178134233097
Northeast,2001,1.5908672905700534
Northeast,2002,1.3207797263328913
Northeast,2003,1.3798208416016906
Northeast,2004,1.1102299550096215
Northeast,2005,1.0155931945180305
Northeast,2006,0.963076561370749
Northeast,2007,0.8682044967370304
Northeast,2008,0.8503847812781107
Northeast,2009,1.2601953368188237
Northeast,2010,1.274312841872459
Northeast,2011,1.3793634373253907
Northeast,2012,1.6859845931876096
Northeast,2013,1.9532837576842619
Northeast,2014,1.3488355189559824
Western_Ghats,1860,0.9671928829774901
Western_Ghats,1861,1.1689415369273504
Western_Ghats,1862,1.2059322943008537
Western_Ghats,1863,1.7134743666340229
Western_Ghats,1864,1.6383178423481932
Western_Ghats,1865,1.8562498567754995
Western_Ghats,1866,1.5789809737551894
Western_Ghats,1867,1.069690441053327
Western_Ghats,1868,0.8816077865935533
Western_Ghats,1869,1.0066200865378063
Western_Ghats,1870,1.1736803392343587
Western_Ghats,1871,1.214988123012492
Western_Ghats,1872,1.4366225680344753
Western_Ghats,1873,1.3121113499286872
Western_Ghats,1874,1.1902672887650554
Western_Ghats,1875,0.9465914252563753
Western_Ghats,1876,0.8913308967338929
Western_Ghats,1877,0.9013039504127073
Western_Ghats,1878,0.9011617774527608
Western_Ghats,1879,0.9158995046911167
Western_Ghats,1880,0.9573472630571542
Western_Ghats,1881,1.1483754941451656
Western_Ghats,1882,1.046449339602029
Western_Ghats,1883,0.9355353817464515
Western_Ghats,1884,0.90287010482209
Western_Ghats,1885,0.8777843833563932
Western_Ghats,1886,0.684696704251823
Western_Ghats,1887,0.7065836364284903
Western_Ghats,1888,0.8525243997405917
Western_Ghats,1889,0.9439801914745594
Western_Ghats,1890,0.8963350746896929
Western_Ghats,1891,0.7934549951418999
Western_Ghats,1892,0.9021122776724455
Western_Ghats,1893,0.8503545937565067
Western_Ghats,1894,1.0002269115212177
Western_Ghats,1895,1.4322116877996411
Western_Ghats,1896,1.7992461759419374
Western_Ghats,1897,1.718018624349705
Western_Ghats,1898,2.2121699997674114
Western_Ghats,1899,1.5198354183199718
Western_Ghats,1900,1.5220908232623758
Western_Ghats,1901,1.5723130049319438
Western_Ghats,1902,1.655695513694795
Western_Ghats,1903,1.4618791717421231
Western_Ghats,1904,1.3959760621779376
Western_Ghats,1905,1.2958898460820856
Western_Ghats,1906,1.0998308882470988
Western_Ghats,1907,1.006530354453166
Western_Ghats,1908,1.1688463981026125
Western_Ghats,1909,1.1657615526080707
Western_Ghats,1910,1.1141333836682508
Western_Ghats,1911,1.0968741936953625
Western_Ghats,1912,1.1233606143893022
Western_Ghats,1913,0.8107409939698379
Western_Ghats,1914,0.8408958061923254
Western_Ghats,1915,0.7541612101243255
Western_Ghats,1916,0.8137158044476859
Western_Ghats,1917,0.7760031341593598
Western_Ghats,1918,0.8797270017912843
Western_Ghats,1919,0.8641249367318322
Western_Ghats,1920,0.8978006969996044
Western_Ghats,1921,0.9544027727380229
Western_Ghats,1922,0.7899871939696019
Western_Ghats,1923,0.9338018349557157
Western_Ghats,1924,0.7892530157384039
Western_Ghats,1925,0.755839519649557
Western_Ghats,1926,0.7498471386060428
Western_Ghats,1927,0.8915424058483966
Western_Ghats,1928,0.9019382892770844
Western_Ghats,1929,1.1645695655366683
Western_Ghats,1930,1.461219638264397
Western_Ghats,1931,1.2005293813007492
Western_Ghats,1932,1.223022802729027
Western_Ghats,1933,1.1526327068434596
Western_Ghats,1934,0.9862652761974771
Western_Ghats,1935,1.0964227751209117
Western_Ghats,1936,1.3131670365566448
Western_Ghats,1937,1.3211257445798792
Western_Ghats,1938,1.4396490353704425
Western_Ghats,1939,1.7772548322607487
Western_Ghats,1940,1.4388976097751638
Western_Ghats,1941,0.8879467983491935
Western_Ghats,1942,0.8439912021610716
Western_Ghats,1943,0.7047321769884376
Western_Ghats,1944,0.6380148835448466
Western_Ghats,1945,0.763028713086417
Western_Ghats,1946,0.8523562833329801
Western_Ghats,1947,0.8635734430721878
Western_Ghats,1948,0.9594157485679436
Western_Ghats,1949,0.9214566435312288
Western_Ghats,1950,0.8606835287220237
Western_Ghats,1951,1.134304260198361
Western_Ghats,1952,1.4085646650993804
Western_Ghats,1953,1.2920873361124519
Western_Ghats,1954,1.1602531770299471
Western_Ghats,1955,1.3877566459692712
Western_Ghats,1956,1.3902094389738824
Western_Ghats,1957,1.1701825852160734
Western_Ghats,1958,1.0694803823172159
Western_Ghats,1959,1.5857837861253061
Western_Ghats,1960,1.1593632449461786
Western_Ghats,1961,0.9678753563964478
Western_Ghats,1962,0.6801480933119279
Western_Ghats,1963,0.6420534432063036
Western_Ghats,1964,0.5865590440192229
Western_Ghats,1965,0.872172556247409
Western_Ghats,1966,1.0486221792295367
Western_Ghats,1967,1.1421502984841163
Western_Ghats,1968,1.4701426947119443
Western_Ghats,1969,1.548331043655001
Western_Ghats,1970,0.9653089855721283
Western_Ghats,1971,0.7318551120933195
Western_Ghats,1972,0.8256704757248893
Western_Ghats,1973,0.5903378629344096
Western_Ghats,1974,0.5169394362140342
Western_Ghats,1975,0.7722480787186988
Western_Ghats,1976,1.042975061035834
Western_Ghats,1977,1.1666743024634
Western_Ghats,1978,1.4052202932715143
Western_Ghats,1979,1.921658022016879
Western_Ghats,1980,1.413515715281449
Western_Ghats,1981,1.0464770133595185
Western_Ghats,1982,1.0346161185458094
Western_Ghats,1983,1.2653920941017063
Western_Ghats,1984,1.2558509164549267
Western_Ghats,1985,1.4913487188928634
Western_Ghats,1986,1.475226132915493
Western_Ghats,1987,1.7603535842159188
Western_Ghats,1988,1.7261520551341611
Western_Ghats,1989,1.749251919627043
Western_Ghats,1990,1.701606400923431
Western_Ghats,1991,1.6485825083813836
Western_Ghats,1992,1.3050239023052672
Western_Ghats,1993,1.305953287240831
Western_Ghats,1994,1.2348250992795473
Western_Ghats,1995,1.1773117164568259
Western_Ghats,1996,1.2777062849125354
Western_Ghats,1997,1.1696193889414794
Western_Ghats,1998,1.2575426508876315
Western_Ghats,1999,1.2794146050584994
Western_Ghats,2000,1.4514921798847658
Western_Ghats,2001,1.4362643717541295
Western_Ghats,2002,1.6980744773290661
Western_Ghats,2003,1.2905443823542273
Western_Ghats,2004,1.447005392076418
Western_Ghats,2005,1.8213819399568192
Western_Ghats,2006,1.9561485264143137
Western_Ghats,2007,1.5579324607800569
Western_Ghats,2008,2.0375954737384703
Western_Ghats,2009,1.6511452950542336
Western_Ghats,2010,1.2916967802940325
Western_Ghats,2011,1.2054071615342075
Western_Ghats,2012,1.1899480079736873
Western_Ghats,2013,1.026399569426081
Western_Ghats,2014,0.9643202492818861
