state,region,year,total_damages_cr,crops_damage_cr,houses_damage_cr,public_util_damage_cr,deflator_index,total_damages_cr_real_2022,crops_damage_cr_real_2022,houses_damage_cr_real_2022,public_util_damage_cr_real_2022
Karnataka,Western_Ghats,1958,0.0,0.0,0.0,0.0,,,,,
Karnataka,Western_Ghats,1959,0.06,0.06,0.0,0.0,,,,,
Karnataka,Western_Ghats,1960,0.0,0.0,0.0,0.0,1.4807409657796,0.0,0.0,0.0,0.0
Karnataka,Western_Ghats,1961,3.0,0.0,0.0,3.0,1.51250919184727,198.34590203951194,0.0,0.0,198.34590203951194
Karnataka,Western_Ghats,1962,0.18,0.1,0.07,0.02,1.57914454981879,11.39857652807372,6.332542515596511,4.432779760917558,1.2665085031193024
Karnataka,Western_Ghats,1963,0.04,0.0,0.0,0.04,1.71106034615808,2.3377316930880774,0.0,0.0,2.3377316930880774
Karnataka,Western_Ghats,1964,0.25,0.0,0.0,0.25,1.85738469964291,13.459785689419297,0.0,0.0,13.459785689419297
Karnataka,Western_Ghats,1965,0.0,0.0,0.0,0.0,2.01155449102702,0.0,0.0,0.0,0.0
Karnataka,Western_Ghats,1966,0.0,0.0,0.0,0.0,2.2785019847826,0.0,0.0,0.0,0.0
Karnataka,Western_Ghats,1967,0.0,0.0,0.0,0.0,2.4748223801352,0.0,0.0,0.0,0.0
Karnataka,Western_Ghats,1968,0.66,0.37,0.06,0.23,2.53459883367324,26.039623755507776,14.597970893239207,2.3672385232279796,9.074414339040588
Karnataka,Western_Ghats,1969,0.24,0.2,0.03,0.01,2.61933970726728,9.162614506783031,7.63551208898586,1.145326813347879,0.381775604449293
Karnataka,Western_Ghats,1970,1.28,1.04,0.24,0.0,2.66026017117103,48.11559462759434,39.0939206349204,9.021673992673938,0.0
Karnataka,Western_Ghats,1971,0.05,0.03,0.02,0.0,2.80191479682417,1.7844939488050278,1.0706963692830165,0.7137975795220111,0.0
Karnataka,Western_Ghats,1972,2.86,1.55,0.5,0.81,3.10563122882567,92.09077927392718,49.909338417687806,16.099786586350906,26.081654269888467
Karnataka,Western_Ghats,1973,0.15,0.14,0.0,0.01,3.65935644592502,4.099081415450434,3.825809321087072,0.0,0.27327209436336225
Karnataka,Western_Ghats,1974,4.07,0.31,2.0,1.76,4.26928025708201,95.33222826607746,7.261177091519413,46.84630381625428,41.224747358303766
Karnataka,Western_Ghats,1975,1.42,0.17,0.03,1.22,4.19889342115158,33.81843399136703,4.048685759529856,0.7144739575640922,29.05527427427308
Karnataka,Western_Ghats,1976,0.25,0.04,0.0,0.21,4.45006531955297,5.617895065529368,0.8988632104846989,0.0,4.719031855044668
Karnataka,Western_Ghats,1977,2.47,0.04,0.11,2.33,4.70092570737406,52.54284270277787,0.8508962381016659,2.339964654779581,49.564705869422035
Karnataka,Western_Ghats,1978,1.68,0.26,0.01,1.42,4.81658175141862,34.87950764056257,5.398019039610874,0.20761611690811055,29.481488600951696
Karnataka,Western_Ghats,1979,2.76,0.15,0.02,2.59,5.57413581029161,49.5144017643806,2.69100009589025,0.35880001278536666,46.46460165570498
Karnataka,Western_Ghats,1980,4.34,1.09,0.11,3.14,6.21562524163142,69.82402946257545,17.53644979590029,1.7697334656413135,50.51784620103386
Karnataka,Western_Ghats,1981,9.34,1.03,0.76,7.55,6.88862716034943,135.58579645245632,14.952180979232335,11.032677227394732,109.60093824582924
Karnataka,Western_Ghats,1982,9.64,2.36,2.67,4.61,7.44632098471959,129.4599040221608,31.693503474304922,35.85663316796362,61.90976737989225
Karnataka,Western_Ghats,1983,6.75,2.64,0.29,3.83,8.08319436421132,83.50659028917957,32.66035531310135,3.5876905457573445,47.38225789741597
Karnataka,Western_Ghats,1984,3.33,0.14,0.04,3.15,8.72364467527372,38.17211869528048,1.6048338190208014,0.4585239482916575,36.10876092796802
Karnataka,Western_Ghats,1985,1.51,0.03,0.09,1.39,9.35120495613869,16.14765163508416,0.32081427089571174,0.9624428126871353,14.864394551501311
Karnataka,Western_Ghats,1986,0.57,0.01,0.01,0.55,9.98609570765228,5.7079364817544525,0.10013923652200796,0.10013923652200796,5.507658008710438
Karnataka,Western_Ghats,1987,0.08,0.01,0.0,0.07,10.9175880607911,0.7327625804760681,0.09159532255950852,0.0,0.6411672579165597
Karnataka,Western_Ghats,1988,174.44,130.96,6.02,37.46,11.8163801753813,1476.25581955661,1108.292032384394,50.946228122740145,317.0175590494761
Karnataka,Western_Ghats,1989,65.81,18.76,2.61,44.44,12.8133055864533,513.606731346334,146.4103066411978,20.36945097726685,346.8269737278693
Karnataka,Western_Ghats,1990,5.29,0.04,0.02,5.23,14.1802679594129,37.30535992085033,0.2820821166037832,0.1410410583018916,36.88223674594465
Karnataka,Western_Ghats,1991,136.24,21.54,30.78,83.92,16.1303127348422,844.6209459145543,133.53739852465867,190.82085081657357,520.262696573322
Karnataka,Western_Ghats,1992,0.0,0.0,0.0,0.0,17.5764198477346,0.0,0.0,0.0,0.0
Karnataka,Western_Ghats,1993,245.4,116.23,48.62,80.56,19.3097682064243,1270.8593773712735,601.9233310181871,251.7896614824422,417.19817213133575
Karnataka,Western_Ghats,1994,96.9,25.8,5.32,65.79,21.2368917187623,456.28146191653417,121.48670503040847,25.050746928750897,309.79109782754165
Karnataka,Western_Ghats,1995,22.73,2.36,0.45,19.92,23.1615279764214,98.13687604349462,10.18931049109755,1.942877000421143,86.00468855197595
Karnataka,Western_Ghats,1996,25.44,2.62,1.89,20.93,24.9160179568326,102.10299271767748,10.515323935546972,7.585481770299151,84.00218701183135
Karnataka,Western_Ghats,1997,51.56,6.05,1.84,43.67,26.5296468670007,194.3486102867569,22.80467595490456,6.935636984632131,164.6082973472202
Karnataka,Western_Ghats,1998,0.0,0.0,0.0,0.0,28.6547160249704,0.0,0.0,0.0,0.0
Karnataka,Western_Ghats,1999,0.0,0.0,0.0,0.0,29.5339560481166,0.0,0.0,0.0,0.0
Karnataka,Western_Ghats,2000,0.0,0.0,0.0,0.0,30.6104599330265,0.0,0.0,0.0,0.0
Karnataka,Western_Ghats,2001,54.97,2.32,4.36,48.29,31.594774786071,173.98446538139052,7.342986350460723,13.799750210348604,152.84172882058118
Karnataka,Western_Ghats,2002,0.0,0.0,0.0,0.0,32.768736707346,0.0,0.0,0.0,0.0
Karnataka,Western_Ghats,2003,0.0,0.0,0.0,0.0,34.0361652784497,0.0,0.0,0.0,0.0
Karnataka,Western_Ghats,2004,0.0,0.0,0.0,0.0,35.9848763872227,0.0,0.0,0.0,0.0
Karnataka,Western_Ghats,2005,1896.53,646.61,11.99,1237.93,38.0079113271814,4989.829574359416,1701.2510748981258,31.54606391492326,3257.0324355463677
Karnataka,Western_Ghats,2006,3272.62,851.0,445.24,1976.38,41.2009324749758,7943.072652512635,2065.487232641814,1080.6551533036911,4796.93026656713
Karnataka,Western_Ghats,2007,5475.5,1879.84,144.61,3451.05,44.062097550747,12426.780167906856,4266.3425131655595,328.19590541156253,7832.2417493297335
Karnataka,Western_Ghats,2008,625.59,270.59,14.67,340.33,48.113153416174,1300.2473452295023,562.4033778443566,30.490622539549545,707.3533448455961
Karnataka,Western_Ghats,2009,17973.19,3028.57,9892.12,5052.5,51.5004952392024,34899.06245856589,5880.66189642122,19207.815291978157,9810.585270166519
Karnataka,Western_Ghats,2010,1788.57,760.22,35.75,992.6,56.9214532589359,3142.172059212523,1335.5597168992795,62.80584551728347,1743.8064967959601
Karnataka,Western_Ghats,2011,0.0,0.0,0.0,0.0,61.8927332933406,0.0,0.0,0.0,0.0
Karnataka,Western_Ghats,2012,29.19,0.06,0.97,28.17,66.8035425735272,43.69528751843075,0.08981559613243731,1.4520188041410698,42.168422384179316
Karnataka,Western_Ghats,2013,1713.07,1703.07,10.0,0.0,70.9363464075585,2414.939712510294,2400.8425669615995,14.097145548695,0.0
Karnataka,Western_Ghats,2014,623.53,170.45,122.75,330.33,73.2997730356476,850.6574770658034,232.5382370789957,167.46300147519344,450.6562385116143
Karnataka,Western_Ghats,2015,863.99,776.48,12.02,75.49,74.9707059453487,1152.436793952323,1035.7112024075507,16.032928926615956,100.69266261815628
Karnataka,Western_Ghats,2016,2012.81,1771.26,5.37,236.18,77.3982386243201,2600.5888968221743,2288.5016913594645,6.938142385985302,305.14906307672413
Karnataka,Western_Ghats,2017,0.0,0.0,0.0,0.0,80.4703743512893,0.0,0.0,0.0,0.0
Karnataka,Western_Ghats,2018,4620.78,2220.7,367.51,2032.57,83.5960370388638,5527.510829074109,2656.4656395943703,439.62610312393707,2431.419086355802
Karnataka,Western_Ghats,2019,,,,,85.6069540558026,,,,
Karnataka,Western_Ghats,2020,,,,,89.7288072623215,,,,
Karnataka,Western_Ghats,2021,1975.81,1069.19,170.12,736.5,97.2255663027036,2032.19181449505,1099.700460135318,174.9745529589879,757.5168014007442
Karnataka,Western_Ghats,2022,,,,,100.0,,,,
Karnataka,Western_Ghats,2023,,,,,103.511128102947,,,,
Kerala,Western_Ghats,1953,0.0,0.0,0.0,0.0,,,,,
Kerala,Western_Ghats,1954,0.0,0.0,0.0,0.0,,,,,
Kerala,Western_Ghats,1955,0.0,0.0,0.0,0.0,,,,,
Kerala,Western_Ghats,1956,0.03,0.0,0.03,0.0,,,,,
Kerala,Western_Ghats,1957,0.14,0.11,0.02,0.0,,,,,
Kerala,Western_Ghats,1958,0.11,0.02,0.09,0.0,,,,,
Kerala,Western_Ghats,1959,0.0,0.0,0.0,0.0,,,,,
Kerala,Western_Ghats,1960,0.0,0.0,0.0,0.0,1.4807409657796,0.0,0.0,0.0,0.0
Kerala,Western_Ghats,1961,1.53,0.3,0.0,1.23,1.51250919184727,101.1564100401511,19.834590203951194,0.0,81.32181983619991
Kerala,Western_Ghats,1962,0.29,0.23,0.0,0.07,1.57914454981879,18.364373295229882,14.564847785871978,0.0,4.432779760917558
Kerala,Western_Ghats,1963,0.0,0.0,0.0,0.0,1.71106034615808,0.0,0.0,0.0,0.0
Kerala,Western_Ghats,1964,0.27,0.08,0.11,0.09,1.85738469964291,14.536568544572841,4.3071314206141755,5.922305703344491,4.845522848190947
Kerala,Western_Ghats,1965,0.0,0.0,0.0,0.0,2.01155449102702,0.0,0.0,0.0,0.0
Kerala,Western_Ghats,1966,0.0,0.0,0.0,0.0,2.2785019847826,0.0,0.0,0.0,0.0
Kerala,Western_Ghats,1967,0.0,0.0,0.0,0.0,2.4748223801352,0.0,0.0,0.0,0.0
Kerala,Western_Ghats,1968,15.95,7.0,6.3,2.65,2.53459883367324,629.2909074247711,276.17782770993097,248.56004493893784,104.55303477590243
Kerala,Western_Ghats,1969,3.4,0.41,0.82,2.18,2.61933970726728,129.80370551275962,15.652799782421011,31.305599564842023,83.22708176994588
Kerala,Western_Ghats,1970,2.79,0.36,0.4,2.03,2.66026017117103,104.87696016483453,13.532510989010907,15.036123321123231,76.30832585470039
Kerala,Western_Ghats,1971,7.82,1.41,0.25,6.16,2.80191479682417,279.09485359310634,50.32272935630178,8.922469744025138,219.8496544927794
Kerala,Western_Ghats,1972,3.53,1.26,0.12,2.15,3.10563122882567,113.66449329963739,40.57146219760428,3.863948780724217,69.2290823213089
Kerala,Western_Ghats,1973,3.93,0.55,0.09,3.29,3.65935644592502,107.39593308480137,15.029965189984924,2.4594488492702604,89.90651904554619
Kerala,Western_Ghats,1974,21.76,12.58,1.75,7.43,4.26928025708201,509.68778552084655,294.6632510042394,40.990515839222496,174.03401867738464
Kerala,Western_Ghats,1975,0.48,0.34,0.12,0.02,4.19889342115158,11.431583321025474,8.097371519059712,2.8578958302563686,0.47631597170939477
Kerala,Western_Ghats,1976,0.74,0.2,0.03,0.51,4.45006531955297,16.628969393966926,4.494316052423494,0.6741474078635241,11.46050593367991
Kerala,Western_Ghats,1977,13.41,6.44,3.97,3.0,4.70092570737406,285.2629638235835,136.99429433436822,84.45145163159034,63.81721785762494
Kerala,Western_Ghats,1978,74.65,23.36,21.06,30.24,4.81658175141862,1549.8543127190453,484.9912490973462,437.23954220848077,627.8311375301263
Kerala,Western_Ghats,1979,1.31,0.22,0.31,0.79,5.57413581029161,23.50140083744152,3.9468001406390334,5.5614001981731835,14.172600505021984
Kerala,Western_Ghats,1980,33.18,9.43,5.13,18.62,6.21562524163142,533.8159671816253,151.71442346361442,82.53393344309035,299.5676102749205
Kerala,Western_Ghats,1981,47.15,15.11,0.54,31.5,6.88862716034943,684.4614885153442,219.3470432972821,7.839007503675205,457.27543771438695
Kerala,Western_Ghats,1982,32.22,0.6,0.32,31.3,7.44632098471959,432.69689912801044,8.057670374823285,4.297424199905753,420.3418045532814
Kerala,Western_Ghats,1983,0.95,0.71,0.23,0.01,8.08319436421132,11.75277937403268,8.78365616375074,2.8454097431868597,0.12371346709508085
Kerala,Western_Ghats,1984,96.58,8.71,4.57,83.3,8.72364467527372,1107.1060731502068,99.84358974050842,52.38636109232187,954.8761223173766
Kerala,Western_Ghats,1985,638.4,161.5,93.07,383.83,9.35120495613869,6826.927684660746,1727.050158321915,995.2728064087964,4104.604719930035
Kerala,Western_Ghats,1986,293.91,57.66,117.64,118.61,9.98609570765228,2943.192300618336,577.4028377858978,1178.0379784449015,1187.7514843875363
Kerala,Western_Ghats,1987,0.18,0.04,0.13,0.01,10.9175880607911,1.6487158060711533,0.36638129023803406,1.1907391932736109,0.09159532255950852
Kerala,Western_Ghats,1988,151.72,100.5,4.91,46.31,11.8163801753813,1283.9803539505208,850.5142734776388,41.55248838582295,391.9135920870592
Kerala,Western_Ghats,1989,774.59,352.8,89.71,332.08,12.8133055864533,6045.200395586641,2753.3878562374507,700.1315889542565,2591.6809503949335
Kerala,Western_Ghats,1990,0.0,0.0,0.0,0.0,14.1802679594129,0.0,0.0,0.0,0.0
Kerala,Western_Ghats,1991,311.63,103.48,15.38,192.77,16.1303127348422,1931.9526231308907,641.5250696068562,95.34843033004877,1195.0791231939859
Kerala,Western_Ghats,1992,1325.36,413.15,81.95,830.26,17.5764198477346,7540.557243634709,2350.5924618274885,466.2496726292211,4723.715109178
Kerala,Western_Ghats,1993,21.49,6.84,3.85,10.8,19.3097682064243,111.29082322619668,35.422486313037936,19.938095366256736,55.93024154690202
Kerala,Western_Ghats,1994,262.33,144.5,12.83,105.0,21.2368917187623,1235.25609808632,680.4197239106211,60.41373742403646,494.42263675166237
Kerala,Western_Ghats,1995,5.55,4.05,1.5,0.0,23.1615279764214,23.962149671860764,17.485893003790288,6.4762566680704765,0.0
Kerala,Western_Ghats,1996,547.39,59.07,5.28,483.04,24.9160179568326,2196.940140869869,237.0764064399846,21.191187167819855,1938.6725472620649
Kerala,Western_Ghats,1997,1265.25,243.0,6.93,1015.32,26.5296468670007,4769.192768916198,915.956406122613,26.121719730163406,3827.1146430634217
Kerala,Western_Ghats,1998,33.22,15.98,4.84,12.4,28.6547160249704,115.93205101405054,55.7674345335499,16.890762399398092,43.27385408110255
Kerala,Western_Ghats,1999,19.8,5.04,3.25,11.51,29.5339560481166,67.04147581090025,17.0651029336837,11.004282645728576,38.97209023148797
Kerala,Western_Ghats,2000,32.4,14.8,3.64,13.96,30.6104599330265,105.84617176902563,48.34948586980183,11.891360038248559,45.60532586097524
Kerala,Western_Ghats,2001,40.53,12.3,3.62,24.61,31.594774786071,128.28070551041947,38.93048797873574,11.457590770977509,77.89262676070621
Kerala,Western_Ghats,2002,21.13,8.75,1.46,10.91,32.768736707346,64.4821928556774,26.7022805247126,4.455466236123473,33.29392920281308
Kerala,Western_Ghats,2003,0.0,0.0,0.0,0.0,34.0361652784497,0.0,0.0,0.0,0.0
Kerala,Western_Ghats,2004,0.0,0.0,0.0,0.0,35.9848763872227,0.0,0.0,0.0,0.0
Kerala,Western_Ghats,2005,0.0,0.0,0.0,0.0,38.0079113271814,0.0,0.0,0.0,0.0
Kerala,Western_Ghats,2006,0.0,0.0,0.0,0.0,41.2009324749758,0.0,0.0,0.0,0.0
Kerala,Western_Ghats,2007,0.0,0.0,0.0,0.0,44.062097550747,0.0,0.0,0.0,0.0
Kerala,Western_Ghats,2008,30.79,22.13,5.89,2.77,48.113153416174,63.99497395996799,45.995738023192324,12.241974557460587,5.75726137931508
Kerala,Western_Ghats,2009,607.33,158.06,16.62,432.65,51.5004952392024,1179.270213187577,306.909670025239,32.27153432759378,840.089008834744
Kerala,Western_Ghats,2010,49.41,30.57,5.95,12.89,56.9214532589359,86.80382732892241,53.70558594303093,10.45300086231711,22.645240523574376
Kerala,Western_Ghats,2011,141.07,60.21,9.32,71.53,61.8927332933406,227.9265957303885,97.28121024262205,15.058310570689876,115.57091793148572
Kerala,Western_Ghats,2012,129.81,13.03,6.14,110.64,66.8035425735272,194.3160422325281,19.50495362676097,9.19112933755275,165.6199592682144
Kerala,Western_Ghats,2013,675.53,138.8,36.83,499.9,70.9363464075585,952.3044732509933,195.66838021588663,51.919787055843685,704.716305979263
Kerala,Western_Ghats,2014,333.56,215.56,10.0,108.0,73.2997730356476,455.0628005870919,294.080037458189,13.642607044822277,147.3401560840806
Kerala,Western_Ghats,2015,6.51,,,6.51,74.9707059453487,8.683391623316961,,,8.683391623316961
Kerala,Western_Ghats,2016,42.68,42.68,,,77.3982386243201,55.143373749320794,55.143373749320794,,
Kerala,Western_Ghats,2017,0.0,0.0,0.0,0.0,80.4703743512893,0.0,0.0,0.0,0.0
Kerala,Western_Ghats,2018,3320.76,168.48,998.13,2154.15,83.5960370388638,3972.389263448193,201.54065427966836,1193.9920065062047,2576.85660266232
Kerala,Western_Ghats,2019,,,,,85.6069540558026,,,,
Kerala,Western_Ghats,2020,0.0,,0.0,0.0,89.7288072623215,0.0,,0.0,0.0
Kerala,Western_Ghats,2021,9256.3,9256.3,,,97.2255663027036,9520.438246850927,9520.438246850927,,
Kerala,Western_Ghats,2022,,,,,100.0,,,,
Kerala,Western_Ghats,2023,,0.0,,,103.511128102947,,0.0,,
Madhya Pradesh,Central_India,1953,0.12,0.07,0.0,0.05,,,,,
Madhya Pradesh,Central_India,1954,1.0,0.0,0.0,1.0,,,,,
Madhya Pradesh,Central_India,1955,7.01,3.0,4.0,0.01,,,,,
Madhya Pradesh,Central_India,1956,2.12,0.0,1.1,1.02,,,,,
Madhya Pradesh,Central_India,1957,0.09,0.0,0.01,0.08,,,,,
Madhya Pradesh,Central_India,1958,0.01,0.0,0.01,0.0,,,,,
Madhya Pradesh,Central_India,1959,0.22,0.07,0.15,0.0,,,,,
Madhya Pradesh,Central_India,1960,0.0,0.0,0.0,0.0,1.4807409657796,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,1961,0.69,0.0,0.0,0.69,1.51250919184727,45.619557469087745,0.0,0.0,45.619557469087745
Madhya Pradesh,Central_India,1962,0.14,0.03,0.1,0.01,1.57914454981879,8.865559521835117,1.8997627546789533,6.332542515596511,0.6332542515596512
Madhya Pradesh,Central_India,1963,0.0,0.0,0.0,0.0,1.71106034615808,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,1964,0.18,0.01,0.08,0.1,1.85738469964291,9.691045696381893,0.5383914275767719,4.3071314206141755,5.383914275767719
Madhya Pradesh,Central_India,1965,1.0,0.0,0.0,1.0,2.01155449102702,49.71279696675975,0.0,0.0,49.71279696675975
Madhya Pradesh,Central_India,1966,0.0,0.0,0.0,0.0,2.2785019847826,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,1967,0.55,0.43,0.11,0.01,2.4748223801352,22.223817127835797,17.374984299944348,4.444763425567159,0.4040694023242872
Madhya Pradesh,Central_India,1968,0.0,0.0,0.0,0.0,2.53459883367324,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,1969,0.15,0.01,0.13,0.02,2.61933970726728,5.726634066739394,0.381775604449293,4.963082857840809,0.763551208898586
Madhya Pradesh,Central_India,1970,1.57,0.0,0.0,1.57,2.66026017117103,59.01678403540868,0.0,0.0,59.01678403540868
Madhya Pradesh,Central_India,1971,0.97,0.31,0.12,0.54,2.80191479682417,34.61918260681753,11.063862482591171,4.282785477132066,19.2725346470943
Madhya Pradesh,Central_India,1972,0.02,0.0,0.0,0.02,3.10563122882567,0.6439914634540362,0.0,0.0,0.6439914634540362
Madhya Pradesh,Central_India,1973,69.41,58.83,6.83,3.75,3.65935644592502,1896.7816069760972,1607.6597311396602,186.64484045017642,102.47703538626085
Madhya Pradesh,Central_India,1974,0.89,0.49,0.32,0.09,4.26928025708201,20.846605198233153,11.477344434982298,7.495408610600684,2.1080836717314426
Madhya Pradesh,Central_India,1975,0.12,0.06,0.05,0.01,4.19889342115158,2.8578958302563686,1.4289479151281843,1.190789929273487,0.23815798585469738
Madhya Pradesh,Central_India,1976,0.59,0.48,0.08,0.03,4.45006531955297,13.258232354649307,10.786358525816386,1.7977264209693977,0.6741474078635241
Madhya Pradesh,Central_India,1977,0.0,0.0,0.0,0.0,4.70092570737406,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,1978,5.78,3.4,2.23,0.15,4.81658175141862,120.0021155728879,70.58947974875758,46.29839407050865,3.1142417536216582
Madhya Pradesh,Central_India,1979,0.03,0.02,0.01,0.01,5.57413581029161,0.53820001917805,0.35880001278536666,0.17940000639268333,0.17940000639268333
Madhya Pradesh,Central_India,1980,0.0,0.0,0.0,0.0,6.21562524163142,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,1981,0.0,0.0,0.0,0.0,6.88862716034943,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,1982,30.64,25.23,2.8,2.61,7.44632098471959,411.47836714097576,338.82503926131915,37.60246174917533,35.05086613048129
Madhya Pradesh,Central_India,1983,20.91,7.11,3.91,9.88,8.08319436421132,258.68485969581405,87.96027510460249,48.37196563417661,122.22890548993989
Madhya Pradesh,Central_India,1984,12.57,1.14,0.26,11.17,8.72364467527372,144.09115075065336,13.067932526312237,2.9804056638957737,128.04281256044536
Madhya Pradesh,Central_India,1985,7.39,0.0,0.03,7.36,9.35120495613869,79.02724873064366,0.0,0.32081427089571174,78.70643445974795
Madhya Pradesh,Central_India,1986,16.91,11.16,3.35,2.41,9.98609570765228,169.33544895871543,111.75538795856087,33.546644234872666,24.133556001803917
Madhya Pradesh,Central_India,1987,0.03,0.01,0.02,0.0,10.9175880607911,0.27478596767852553,0.09159532255950852,0.18319064511901703,0.0
Madhya Pradesh,Central_India,1988,0.0,0.0,0.0,0.0,11.8163801753813,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,1989,0.0,0.0,0.0,0.0,12.8133055864533,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,1990,1.67,0.0,0.0,1.67,14.1802679594129,11.776928368207948,0.0,0.0,11.776928368207948
Madhya Pradesh,Central_India,1991,0.9,0.05,0.85,0.0,16.1303127348422,5.579557041420279,0.30997539119001555,5.269581650230264,0.0
Madhya Pradesh,Central_India,1992,0.0,0.0,0.0,0.0,17.5764198477346,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,1993,0.0,0.0,0.0,0.0,19.3097682064243,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,1994,31.55,31.55,0.0,0.0,21.2368917187623,148.56223037633285,148.56223037633285,0.0,0.0
Madhya Pradesh,Central_India,1995,0.0,0.0,0.0,0.0,23.1615279764214,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,1996,0.0,0.0,0.0,0.0,24.9160179568326,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,1997,0.0,0.0,0.0,0.0,26.5296468670007,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,1998,24.86,19.68,4.74,0.44,28.6547160249704,86.75709777872656,68.67979421904018,16.541779705195655,1.5355238544907357
Madhya Pradesh,Central_India,1999,19.36,10.61,8.75,0.0,29.5339560481166,65.55166523732468,35.92475042190159,29.62691481542309,0.0
Madhya Pradesh,Central_India,2000,0.05,0.0,0.05,0.0,30.6104599330265,0.16334285766824944,0.0,0.16334285766824944,0.0
Madhya Pradesh,Central_India,2001,0.02,0.0,0.02,0.0,31.594774786071,0.063301606469489,0.0,0.063301606469489,0.0
Madhya Pradesh,Central_India,2002,3.11,1.99,1.12,0.0,32.768736707346,9.490753420783562,6.072861513620351,3.417891907163213,0.0
Madhya Pradesh,Central_India,2003,81.68,22.72,7.37,51.6,34.0361652784497,239.98003103985516,66.75252577406353,21.653438158223953,151.60344762067245
Madhya Pradesh,Central_India,2004,0.0,0.0,0.0,0.0,35.9848763872227,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,2005,411.87,5.98,173.88,232.01,38.0079113271814,1083.642814398619,15.733566489678156,457.48370254602634,610.4255453629145
Madhya Pradesh,Central_India,2006,0.0,0.0,0.0,0.0,41.2009324749758,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,2007,0.0,0.0,0.0,0.0,44.062097550747,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,2008,0.0,0.0,0.0,0.0,48.113153416174,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,2009,0.0,0.0,0.0,0.0,51.5004952392024,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,2010,0.07,0.0,0.07,0.0,56.9214532589359,0.12297648073314248,0.0,0.12297648073314248,0.0
Madhya Pradesh,Central_India,2011,8.97,0.0,6.51,2.45,61.8927332933406,14.492816075009463,0.0,10.518197619655696,3.9584614697628973
Madhya Pradesh,Central_India,2012,0.0,0.0,0.0,0.0,66.8035425735272,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,2013,35.23,0.0,0.0,35.23,70.9363464075585,49.66424376805248,0.0,0.0,49.66424376805248
Madhya Pradesh,Central_India,2014,464.06,0.0,0.0,464.06,73.2997730356476,633.0988225220226,0.0,0.0,633.0988225220226
Madhya Pradesh,Central_India,2015,69.01,,,69.01,74.9707059453487,92.04928662443987,,,92.04928662443987
Madhya Pradesh,Central_India,2016,207.86,,,207.86,77.3982386243201,268.55908311934917,,,268.55908311934917
Madhya Pradesh,Central_India,2017,0.0,0.0,0.0,0.0,80.4703743512893,0.0,0.0,0.0,0.0
Madhya Pradesh,Central_India,2018,1.67,,1.67,0.0,83.5960370388638,1.9977023542678427,,1.9977023542678427,0.0
Madhya Pradesh,Central_India,2019,0.0,,,,85.6069540558026,0.0,,,
Madhya Pradesh,Central_India,2020,0.0,,,,89.7288072623215,0.0,,,
Madhya Pradesh,Central_India,2021,,,,,97.2255663027036,,,,
Madhya Pradesh,Central_India,2022,,,,,100.0,,,,
Madhya Pradesh,Central_India,2023,,0.0,,,103.511128102947,,0.0,,
Maharashtra,Western_Ghats,1953,0.0,0.0,0.0,0.0,,,,,
Maharashtra,Western_Ghats,1954,0.0,0.0,0.0,0.0,,,,,
Maharashtra,Western_Ghats,1955,0.0,0.0,0.0,0.0,,,,,
Maharashtra,Western_Ghats,1956,0.26,0.21,0.05,0.0,,,,,
Maharashtra,Western_Ghats,1957,0.0,0.0,0.0,0.0,,,,,
Maharashtra,Western_Ghats,1958,0.5,0.0,0.0,0.5,,,,,
Maharashtra,Western_Ghats,1959,3.29,0.0,0.0,3.29,,,,,
Maharashtra,Western_Ghats,1960,0.0,0.0,0.0,0.0,1.4807409657796,0.0,0.0,0.0,0.0
Maharashtra,Western_Ghats,1961,0.28,0.09,0.07,0.13,1.51250919184727,18.51228419035445,5.950377061185359,4.628071047588612,8.594989088378851
Maharashtra,Western_Ghats,1962,0.42,0.34,0.07,0.02,1.57914454981879,26.596678565505346,21.53064455302814,4.432779760917558,1.2665085031193024
Maharashtra,Western_Ghats,1963,1.51,1.32,0.19,0.0,1.71106034615808,88.24937141407491,77.14514587190655,11.104225542168367,0.0
Maharashtra,Western_Ghats,1964,0.09,0.05,0.04,0.0,1.85738469964291,4.845522848190947,2.6919571378838594,2.1535657103070878,0.0
