region,nsdp_current_prices_rs_crore,year,nsdp_lakh_crore,nsdp_share_pct,damage_share_pct,gap_pp
Central_India,1909345.3604000001,2019-20,19.093453604,16.01091714738508,7.877772,-8.133145147385079
Indo_Gangetic_Plain,5002271.7152,2019-20,50.022717152000006,41.94681572117279,46.888858,4.942042278827209
Northeast,418507.90764,2019-20,4.1850790764,3.5094203352219937,18.11813,14.608709664778008
Western_Ghats,4595146.6475100005,2019-20,45.951466475100005,38.53284679622014,27.115241,-11.41760579622014
