region,R0_mm,PR_mean,PR_min,PR_max,pct_windows_significant,latest_window_year,latest_PR,latest_FAR,latest_significant
Central_India,131.2652369944104,1.1499822744594275,0.7538461538461538,1.6222222222222225,17.80821917808219,2005,1.278688524590164,0.21794871794871795,True
Indo_Gangetic_Plain,110.56098089727736,1.0028514016394499,0.7346938775510204,1.456140350877193,4.794520547945205,2005,1.396551724137931,0.28395061728395066,True
Northeast,164.32466753480935,1.2380488365914115,0.9056603773584906,1.7551020408163267,26.71232876712329,2005,1.2307692307692306,0.1874999999999999,True
Western_Ghats,104.43087048110266,1.0515018309096733,0.7469879518072289,1.5535714285714284,26.71232876712329,2005,1.3013698630136985,0.231578947368421,True
