region,form,intercept,slope,r2,n_obs,boot_ci_5,boot_ci_95,n_boot_failed,use_fallback
Central_India,exponential,29.138000176748168,0.0210959820343556,0.1634068956622705,21,0.008074961459945303,0.04185983417138273,0,False
Indo_Gangetic_Plain,linear,13952.546310693688,-47.40910124643451,0.004655310993130213,21,-265.5078106067851,157.01550727329422,0,True
Northeast,linear,-4525.670010777868,30.391019176549484,0.09839013561583931,21,8.03564115701649,64.02918973898181,0,False
Western_Ghats,power,2.222549597823955e-33,16.010127147699727,0.38019264427589483,20,5.010176147391788,34.686378301244424,75,False
